ecg_id,lead,threshold_mv,fraction,flag,longest_lowdiff_s,longest_exact_repeat_s,exact_repeat_fraction,nonqrs_lowdiff_fraction
96,aVF,0.001,0.2654530906181236,True,0.102,0.1,0.2480496099219844,0.28360179561658305
96,aVF,0.002,0.3950790158031606,True,0.102,0.1,0.2480496099219844,0.4235542645893847
96,aVF,0.005,0.6707341468293658,True,0.184,0.1,0.2480496099219844,0.719566939529971
96,V1,0.0005,0.45169033806761355,True,0.104,0.104,0.45169033806761355,0.5418537100607341
96,V1,0.001,0.46649329865973194,True,0.104,0.104,0.45169033806761355,0.5587536308423554
96,V1,0.002,0.5573114622924585,True,0.106,0.104,0.45169033806761355,0.6538156852389755
96,V1,0.005,0.7909581916383277,True,0.37,0.104,0.45169033806761355,0.901769210456826
96,V2,0.0005,0.34326865373074616,True,0.104,0.104,0.34326865373074616,0.4013731185635067
96,V2,0.001,0.35167033406681336,True,0.104,0.104,0.34326865373074616,0.4114074465275944
96,V2,0.002,0.4350870174034807,True,0.106,0.104,0.34326865373074616,0.5019804594665962
96,V2,0.005,0.6429285857171434,True,0.282,0.104,0.34326865373074616,0.7269606548719303
96,V3,0.0005,0.3180636127225445,True,0.104,0.104,0.3180636127225445,0.35965143913387904
96,V3,0.001,0.32306461292258454,True,0.104,0.104,0.3180636127225445,0.3630842355426459
96,V3,0.002,0.4148829765953191,True,0.106,0.104,0.3180636127225445,0.45867441246369156
96,V3,0.005,0.6423284656931386,True,0.16,0.104,0.3180636127225445,0.6844467916556641
96,V4,0.0005,0.41448289657931586,True,0.104,0.104,0.41448289657931586,0.45048851333509377
96,V4,0.001,0.4174834966993399,True,0.104,0.104,0.41448289657931586,0.4526010034327964
96,V4,0.002,0.49429885977195437,True,0.106,0.104,0.41448289657931586,0.5315553208344336
96,V4,0.005,0.6861372274454891,True,0.396,0.104,0.41448289657931586,0.7340903089516768
96,V5,0.0005,0.4348869773954791,True,0.106,0.106,0.4348869773954791,0.4716134143121204
96,V5,0.001,0.4416883376675335,True,0.106,0.106,0.4348869773954791,0.4784790071296541
96,V5,0.002,0.5233046609321864,True,0.108,0.106,0.4348869773954791,0.5640348560866121
96,V5,0.005,0.735747149429886,True,0.398,0.106,0.4348869773954791,0.7890150514919462
96,V6,0.0005,0.46669333866773355,True,0.22,0.22,0.46669333866773355,0.4961711116979139
96,V6,0.001,0.47429485897179435,True,0.22,0.22,0.46669333866773355,0.5056773171375759
96,V6,0.002,0.5565113022604521,True,0.22,0.22,0.46669333866773355,0.5901769210456826
96,V6,0.005,0.7839567913582717,True,0.39,0.22,0.46669333866773355,0.8431476102455769
104,I,0.0005,0.3662732546509302,True,0.098,0.098,0.3662732546509302,0.40561544246678366
104,I,0.001,0.390878175635127,True,0.098,0.098,0.3662732546509302,0.43118576084231636
104,I,0.002,0.5037007401480296,True,0.098,0.098,0.3662732546509302,0.5497618450739534
104,I,0.005,0.7901580316063213,True,0.336,0.098,0.3662732546509302,0.8443218851842567
104,II,0.0005,0.5031006201240248,True,0.278,0.278,0.5031006201240248,0.5640511406367511
104,II,0.001,0.5181036207241448,True,0.278,0.278,0.5031006201240248,0.5805966407620957
104,II,0.002,0.5865173034606921,True,0.278,0.278,0.5031006201240248,0.6487841564301831
104,II,0.005,0.8033606721344269,True,0.604,0.278,0.5031006201240248,0.8729004763098521
104,III,0.0005,0.5499099819963993,True,0.098,0.098,0.5499099819963993,0.6179493607420407
104,III,0.001,0.5745149029805962,True,0.098,0.098,0.5499099819963993,0.6457758836801203
104,III,0.002,0.6675335067013403,True,0.098,0.098,0.5499099819963993,0.740787164702933
104,III,0.005,0.8899779955991198,True,0.696,0.098,0.5499099819963993,0.968413136124342
104,aVR,0.0005,0.393878775755151,True,0.098,0.098,0.393878775755151,0.4459764351967912
104,aVR,0.001,0.41648329665933187,True,0.098,0.098,0.393878775755151,0.46853848082226124
104,aVR,0.002,0.5459091818363673,True,0.108,0.098,0.393878775755151,0.5991476560541489
104,aVR,0.005,0.8083616723344669,True,0.41,0.098,0.393878775755151,0.8628729004763098
104,aVL,0.0005,0.394878975795159,True,0.098,0.098,0.394878975795159,0.44472298821759837
104,aVL,0.001,0.4212842568513703,True,0.098,0.098,0.394878975795159,0.472048132364001
104,aVL,0.002,0.5653130626125225,True,0.098,0.098,0.394878975795159,0.6229631486588117
104,aVL,0.005,0.864372874574915,True,0.6,0.098,0.394878975795159,0.9305590373527199
104,aVF,0.0005,0.4450890178035607,True,0.098,0.098,0.4450890178035607,0.500877412885435
104,aVF,0.001,0.46969393878775756,True,0.098,0.098,0.4450890178035607,0.5274504888443219
104,aVF,0.002,0.610122024404881,True,0.098,0.098,0.4450890178035607,0.6758586111807471
104,aVF,0.005,0.8539707941588318,True,0.632,0.098,0.4450890178035607,0.926046628227626
104,V1,0.0005,0.5829165833166633,True,0.142,0.142,0.5829165833166633,0.6512910503885686
104,V1,0.001,0.5997199439887978,True,0.142,0.142,0.5829165833166633,0.6683379293055903
104,V1,0.002,0.6657331466293258,True,0.146,0.142,0.5829165833166633,0.7355226873903233
104,V1,0.005,0.8465693138627726,True,0.582,0.142,0.5829165833166633,0.9212835297066934
104,V2,0.0005,0.5427085417083417,True,0.158,0.158,0.5427085417083417,0.5898721484081223
104,V2,0.001,0.5623124624924986,True,0.16,0.158,0.5427085417083417,0.6086738530960141
104,V2,0.002,0.6305261052210442,True,0.162,0.158,0.5427085417083417,0.6823765354725495
104,V2,0.005,0.8243648729745949,True,0.61,0.158,0.5427085417083417,0.8934570067686137
104,V3,0.0005,0.4968993798759752,True,0.162,0.162,0.4968993798759752,0.5530208072198546
104,V3,0.001,0.5101020204040808,True,0.162,0.162,0.4968993798759752,0.5648032088242667
104,V3,0.002,0.5767153430686137,True,0.162,0.162,0.4968993798759752,0.6299824517422913
104,V3,0.005,0.7575515103020604,True,0.648,0.162,0.4968993798759752,0.8072198546001504
104,V4,0.0005,0.495499099819964,True,0.11,0.11,0.495499099819964,0.5507646026573076
104,V4,0.001,0.5037007401480296,True,0.11,0.11,0.495499099819964,0.5577839057407872
104,V4,0.002,0.5737147429485897,True,0.11,0.11,0.495499099819964,0.6237152168463274
104,V4,0.005,0.752750550110022,True,0.688,0.11,0.495499099819964,0.7974429681624468
104,V5,0.0005,0.499499899979996,True,0.18,0.18,0.499499899979996,0.5570318375532715
104,V5,0.001,0.5093018603720744,True,0.18,0.18,0.499499899979996,0.5660566558034595
104,V5,0.002,0.5823164632926585,True,0.182,0.18,0.499499899979996,0.6377538230132865
104,V5,0.005,0.7899579915983197,True,0.696,0.18,0.499499899979996,0.8428177488092253
104,V6,0.0005,0.5477095419083817,True,0.162,0.162,0.5477095419083817,0.6079217849084984
104,V6,0.001,0.5619123824764953,True,0.162,0.162,0.5477095419083817,0.6214590122837804
104,V6,0.002,0.6385277055411083,True,0.162,0.162,0.5477095419083817,0.6931561794936074
104,V6,0.005,0.8407681536307261,True,0.716,0.162,0.5477095419083817,0.8834294309350714
138,I,0.0005,0.17243448689737947,False,0.11,0.11,0.17243448689737947,0.17768595041322313
138,I,0.001,0.20104020804160833,True,0.11,0.11,0.17243448689737947,0.21044864226682408
138,I,0.002,0.3166633326665333,True,0.112,0.11,0.17243448689737947,0.3347107438016529
138,I,0.005,0.6279255851170235,True,0.136,0.11,0.17243448689737947,0.6700118063754428
138,II,0.0005,0.1988397679535907,False,0.11,0.11,0.1988397679535907,0.19569067296340023
138,II,0.001,0.21204240848169634,True,0.11,0.11,0.1988397679535907,0.21074380165289255
138,II,0.002,0.3148629725945189,True,0.112,0.11,0.1988397679535907,0.3184769775678867
138,II,0.005,0.6047209441888378,True,0.15,0.11,0.1988397679535907,0.6260330578512396
138,III,0.0005,0.3280656131226245,True,0.114,0.114,0.3280656131226245,0.34887839433293977
138,III,0.001,0.34506901380276056,True,0.114,0.114,0.3280656131226245,0.36835891381345925
138,III,0.002,0.4606921384276855,True,0.116,0.114,0.3280656131226245,0.5017709563164109
138,III,0.005,0.7245449089817964,True,0.224,0.114,0.3280656131226245,0.8040141676505312
138,aVR,0.0005,0.16003200640128026,False,0.11,0.11,0.16003200640128026,0.15643447461629278
138,aVR,0.001,0.1770354070814163,False,0.11,0.11,0.16003200640128026,0.17768595041322313
138,aVR,0.002,0.3178635727145429,True,0.112,0.11,0.16003200640128026,0.32378984651711923
138,aVR,0.005,0.627125425085017,True,0.148,0.11,0.16003200640128026,0.653482880755608
138,aVL,0.0005,0.1920384076815363,False,0.112,0.112,0.1920384076815363,0.19834710743801653
138,aVL,0.001,0.21664332866573316,True,0.116,0.112,0.1920384076815363,0.22491145218417946
138,aVL,0.002,0.38107621524304863,True,0.116,0.112,0.1920384076815363,0.3984651711924439
138,aVL,0.005,0.7239447889577916,True,0.15,0.112,0.1920384076815363,0.7756788665879575
138,aVF,0.0005,0.19143828765753151,False,0.112,0.112,0.19143828765753151,0.1921487603305785
138,aVF,0.001,0.21044208841768353,True,0.112,0.112,0.19143828765753151,0.21458087367178277
138,aVF,0.002,0.356871374274855,True,0.114,0.112,0.19143828765753151,0.37485242030696575
138,aVF,0.005,0.6737347469493898,True,0.16,0.112,0.19143828765753151,0.7281582054309327
138,V1,0.0005,0.4928985797159432,True,0.118,0.118,0.4928985797159432,0.5492916174734357
138,V1,0.001,0.5017003400680136,True,0.118,0.118,0.4928985797159432,0.5599173553719008
138,V1,0.002,0.6113222644528906,True,0.118,0.118,0.4928985797159432,0.6821133412042503
138,V1,0.005,0.7985597119423885,True,0.22,0.118,0.4928985797159432,0.8987603305785123
138,V2,0.0005,0.39527905581116224,True,0.11,0.11,0.39527905581116224,0.39935064935064934
138,V2,0.001,0.40328065613122627,True,0.11,0.11,0.39527905581116224,0.40731995277449823
138,V2,0.002,0.5121024204840968,True,0.11,0.11,0.39527905581116224,0.5348288075560803
138,V2,0.005,0.736747349469894,True,0.146,0.11,0.39527905581116224,0.8128689492325856
138,V3,0.0005,0.22684536907381475,True,0.102,0.102,0.22684536907381475,0.21133412042502953
138,V3,0.001,0.23704740948189637,True,0.102,0.102,0.22684536907381475,0.22107438016528927
138,V3,0.002,0.3168633726745349,True,0.104,0.102,0.22684536907381475,0.30785123966942146
138,V3,0.005,0.5367073414682937,True,0.106,0.102,0.22684536907381475,0.5634592680047226
138,V4,0.0005,0.19683936787357473,False,0.108,0.108,0.19683936787357473,0.20484061393152303
138,V4,0.001,0.20764152830566113,True,0.108,0.108,0.19683936787357473,0.21635182998819363
138,V4,0.002,0.3018603720744149,True,0.108,0.108,0.19683936787357473,0.313754427390791
138,V4,0.005,0.5413082616523305,True,0.138,0.108,0.19683936787357473,0.5610979929161747
138,V5,0.0005,0.1764352870574115,False,0.104,0.104,0.1764352870574115,0.16056670602125148
138,V5,0.001,0.1840368073614723,False,0.104,0.104,0.1764352870574115,0.16765053128689492
138,V5,0.002,0.27865573114622927,True,0.106,0.104,0.1764352870574115,0.2615112160566706
138,V5,0.005,0.5553110622124425,True,0.16,0.104,0.1764352870574115,0.5504722550177096
138,V6,0.0005,0.20784156831366274,True,0.106,0.106,0.20784156831366274,0.1561393152302243
138,V6,0.001,0.21184236847369473,True,0.106,0.106,0.20784156831366274,0.160271546635183
138,V6,0.002,0.29365873174634927,True,0.106,0.106,0.20784156831366274,0.25
138,V6,0.005,0.5431086217243448,True,0.106,0.106,0.20784156831366274,0.5560802833530106
150,I,0.0005,0.03660732146429286,False,0.104,0.104,0.03660732146429286,0.04463493940289684
150,I,0.001,0.04180836167233447,False,0.104,0.104,0.03660732146429286,0.05084244753177653
150,I,0.002,0.08821764352870574,False,0.106,0.104,0.03660732146429286,0.1025716819391073
150,I,0.005,0.22184436887377476,True,0.11,0.104,0.03660732146429286,0.24770913390481822
150,II,0.0005,0.08801760352070415,False,0.104,0.104,0.08801760352070415,0.10286727756429205
150,II,0.001,0.09721944388877776,False,0.106,0.104,0.08801760352070415,0.11350872007094295
150,II,0.002,0.15423084616923385,False,0.106,0.104,0.08801760352070415,0.17676618386047888
150,II,0.005,0.35047009401880375,True,0.11,0.104,0.08801760352070415,0.3839787171149867
150,III,0.0005,0.15063012602520504,False,0.108,0.108,0.15063012602520504,0.18090452261306533
150,III,0.001,0.16283256651330266,False,0.108,0.108,0.15063012602520504,0.19302394324563996
150,III,0.002,0.23444688937787558,True,0.108,0.108,0.15063012602520504,0.27608631392255395
150,III,0.005,0.4478895779155831,True,0.148,0.108,0.15063012602520504,0.5104936446940586
150,aVR,0.0005,0.04300860172034407,False,0.104,0.104,0.04300860172034407,0.04995566065622229
150,aVR,0.001,0.05041008201640328,False,0.104,0.104,0.04300860172034407,0.05911912503694945
150,aVR,0.002,0.10282056411282256,False,0.106,0.104,0.04300860172034407,0.11350872007094295
150,aVR,0.005,0.27665533106621326,True,0.11,0.104,0.04300860172034407,0.3032811114395507
150,aVL,0.0005,0.045809161832366475,False,0.104,0.104,0.045809161832366475,0.05527638190954774
150,aVL,0.001,0.04980996199239848,False,0.104,0.104,0.045809161832366475,0.05852793378657996
150,aVL,0.002,0.11502300460092019,False,0.106,0.104,0.045809161832366475,0.13479160508424476
150,aVL,0.005,0.29625925185037005,True,0.118,0.104,0.045809161832366475,0.33609222583505766
150,aVF,0.0005,0.07541508301660332,False,0.106,0.106,0.07541508301660332,0.08690511380431569
150,aVF,0.001,0.09201840368073615,False,0.106,0.106,0.07541508301660332,0.10552763819095477
150,aVF,0.002,0.1854370874174835,False,0.106,0.106,0.07541508301660332,0.20721253325450784
150,aVF,0.005,0.43148629725945187,True,0.134,0.106,0.07541508301660332,0.46822347029263967
150,V1,0.0005,0.3108621724344869,True,0.1,0.1,0.3108621724344869,0.3860478864912799
150,V1,0.001,0.33646729345869175,True,0.1,0.1,0.3108621724344869,0.41678983151049365
150,V1,0.002,0.4402880576115223,True,0.102,0.1,0.3108621724344869,0.5341412947088383
150,V1,0.005,0.7033406681336267,True,0.164,0.1,0.3108621724344869,0.8016553355010346
150,V2,0.0005,0.2606521304260852,True,0.104,0.104,0.2606521304260852,0.33816139521135086
150,V2,0.001,0.26985397079415885,True,0.104,0.104,0.2606521304260852,0.3493940289683713
150,V2,0.002,0.3780756151230246,True,0.106,0.104,0.2606521304260852,0.47856931717410583
150,V2,0.005,0.6153230646129226,True,0.146,0.104,0.2606521304260852,0.7511084835944428
150,V3,0.0005,0.2528505701140228,True,0.132,0.132,0.2528505701140228,0.3307715045817322
150,V3,0.001,0.25825165033006603,True,0.132,0.132,0.2528505701140228,0.33727460833579664
150,V3,0.002,0.35827165433086616,True,0.132,0.132,0.2528505701140228,0.46024238841265147
150,V3,0.005,0.5917183436687338,True,0.146,0.132,0.2528505701140228,0.7416494235885309
150,V4,0.0005,0.2368473694738948,True,0.11,0.11,0.2368473694738948,0.32042565770026604
150,V4,0.001,0.249249849969994,True,0.11,0.11,0.2368473694738948,0.33668341708542715
150,V4,0.002,0.34766953390678135,True,0.112,0.11,0.2368473694738948,0.45935560153709726
150,V4,0.005,0.5807161432286457,True,0.134,0.11,0.2368473694738948,0.7363287023352054
150,V5,0.0005,0.25845169033806764,True,0.118,0.118,0.25845169033806764,0.3396393733372746
150,V5,0.001,0.2684536907381476,True,0.118,0.118,0.25845169033806764,0.352054389595034
150,V5,0.002,0.3736747349469894,True,0.12,0.118,0.25845169033806764,0.48063848655039904
150,V5,0.005,0.631126225245049,True,0.128,0.118,0.25845169033806764,0.7821460242388413
150,V6,0.0005,0.29525905181036205,True,0.104,0.104,0.29525905181036205,0.37984037836240025
150,V6,0.001,0.3080616123224645,True,0.104,0.104,0.29525905181036205,0.39668932899793086
150,V6,0.002,0.40828165633126623,True,0.106,0.104,0.29525905181036205,0.5193615134496009
150,V6,0.005,0.6557311462292459,True,0.148,0.104,0.29525905181036205,0.7827372154892107
333,I,0.0005,0.0620124024804961,False,0.104,0.104,0.0620124024804961,0.07261684710852918
333,I,0.001,0.07401480296059212,False,0.104,0.104,0.0620124024804961,0.08608397148138368
333,I,0.002,0.1298259651930386,False,0.106,0.104,0.0620124024804961,0.14285714285714285
333,I,0.005,0.29245849169833965,True,0.106,0.104,0.0620124024804961,0.32004224980195406
333,II,0.0005,0.07601520304060812,False,0.104,0.104,0.07601520304060812,0.09057301293900184
333,II,0.001,0.08001600320064013,False,0.106,0.104,0.07601520304060812,0.09506205439662002
333,II,0.002,0.1240248049609922,False,0.106,0.104,0.07601520304060812,0.1433852653815685
333,II,0.005,0.27525505101020203,True,0.106,0.104,0.07601520304060812,0.3100079218378664
333,III,0.0005,0.38667733546709343,True,0.114,0.114,0.38667733546709343,0.45920253498811725
333,III,0.001,0.3996799359871974,True,0.114,0.114,0.38667733546709343,0.47425402693424873
333,III,0.002,0.494498899779956,True,0.116,0.114,0.38667733546709343,0.581726960654872
333,III,0.005,0.7331466293258652,True,0.298,0.114,0.38667733546709343,0.8370742012146818
333,aVR,0.0005,0.06481296259251851,False,0.104,0.104,0.06481296259251851,0.07684182730393452
333,aVR,0.001,0.07081416283256652,False,0.106,0.104,0.06481296259251851,0.08344335885925534
333,aVR,0.002,0.1224244848969794,False,0.106,0.104,0.06481296259251851,0.1402165302350145
333,aVR,0.005,0.28085617123424683,True,0.106,0.104,0.06481296259251851,0.30657512542909954
333,aVL,0.0005,0.08501700340068014,False,0.106,0.106,0.08501700340068014,0.10060734090308952
333,aVL,0.001,0.09761952390478096,False,0.106,0.106,0.08501700340068014,0.11592289411143385
333,aVL,0.002,0.18383676735347068,False,0.106,0.106,0.08501700340068014,0.21177713229469236
333,aVL,0.005,0.4452890578115623,True,0.108,0.106,0.08501700340068014,0.4895695801425931
333,aVF,0.0005,0.08081616323264652,False,0.104,0.104,0.08081616323264652,0.09849485080538685
333,aVF,0.001,0.08721744348869774,False,0.104,0.104,0.08081616323264652,0.10615262740955901
333,aVF,0.002,0.17063412682536508,False,0.106,0.104,0.08081616323264652,0.20042249801954054
333,aVF,0.005,0.40708141628325667,True,0.108,0.104,0.08081616323264652,0.4652759440190124
333,V1,0.0005,0.33806761352270454,True,0.104,0.104,0.33806761352270454,0.3813044626353314
333,V1,0.001,0.34566913382676534,True,0.106,0.104,0.33806761352270454,0.3900184842883549
333,V1,0.002,0.4574914982996599,True,0.106,0.104,0.33806761352270454,0.5117507261684711
333,V1,0.005,0.7217443488697739,True,0.158,0.104,0.33806761352270454,0.7990493794560338
333,V2,0.0005,0.1954390878175635,False,0.104,0.104,0.1954390878175635,0.20781621336149986
333,V2,0.001,0.2036407281456291,True,0.108,0.104,0.1954390878175635,0.21679429627673621
333,V2,0.002,0.2834566913382677,True,0.108,0.104,0.1954390878175635,0.3010298389226301
333,V2,0.005,0.5169033806761353,True,0.23,0.104,0.1954390878175635,0.5587536308423554
333,V3,0.0005,0.1942388477695539,False,0.114,0.114,0.1942388477695539,0.23158172696065488
333,V3,0.001,0.20064012802560513,True,0.114,0.114,0.1942388477695539,0.23791919725376287
333,V3,0.002,0.28465693138627723,True,0.116,0.114,0.1942388477695539,0.3313968840771059
333,V3,0.005,0.5253050610122024,True,0.136,0.114,0.1942388477695539,0.5962503300765778
333,V4,0.0005,0.2364472894578916,True,0.108,0.108,0.2364472894578916,0.2553472405598099
333,V4,0.001,0.24284856971394278,True,0.108,0.108,0.2364472894578916,0.2622128333773435
333,V4,0.002,0.33086617323464695,True,0.108,0.108,0.2364472894578916,0.3599155003960919
333,V4,0.005,0.5775155031006202,True,0.148,0.108,0.2364472894578916,0.6445735410615263
333,V5,0.0005,0.2730546109221844,True,0.116,0.116,0.2730546109221844,0.29865328756271453
333,V5,0.001,0.2788557711542308,True,0.116,0.116,0.2730546109221844,0.30578294164246106
333,V5,0.002,0.3754750950190038,True,0.116,0.116,0.2730546109221844,0.4116715077898072
333,V5,0.005,0.6507301460292059,True,0.126,0.116,0.2730546109221844,0.7208872458410351
333,V6,0.0005,0.30006001200240046,True,0.108,0.108,0.30006001200240046,0.32479535252178504
333,V6,0.001,0.3070614122824565,True,0.108,0.108,0.30006001200240046,0.3321890678637444
333,V6,0.002,0.40608121624324867,True,0.108,0.108,0.30006001200240046,0.4407182466332189
333,V6,0.005,0.6831366273254651,True,0.136,0.108,0.30006001200240046,0.7549511486664906
358,I,0.0005,0.1844368873774755,False,0.108,0.108,0.1844368873774755,0.23974982626824184
358,I,0.001,0.20184036807361472,True,0.108,0.108,0.1844368873774755,0.26094510076441974
358,I,0.002,0.30106021204240846,True,0.108,0.108,0.1844368873774755,0.3846421125781793
358,I,0.005,0.5865173034606921,True,0.146,0.108,0.1844368873774755,0.7178596247394023
358,II,0.0005,0.38947789557911583,True,0.11,0.11,0.38947789557911583,0.5545517720639332
358,II,0.001,0.40428085617123427,True,0.11,0.11,0.38947789557911583,0.574357192494788
358,II,0.002,0.4882976595319064,True,0.11,0.11,0.38947789557911583,0.669909659485754
358,II,0.005,0.7239447889577916,True,0.284,0.11,0.38947789557911583,0.9117442668519805
358,III,0.0005,0.33986797359471893,True,0.108,0.108,0.33986797359471893,0.372133425990271
358,III,0.001,0.3576715343068614,True,0.108,0.108,0.33986797359471893,0.3919388464211258
358,III,0.002,0.47549509901980397,True,0.108,0.108,0.33986797359471893,0.5107713690062543
358,III,0.005,0.7667533506701341,True,0.172,0.108,0.33986797359471893,0.799513551077137
358,aVR,0.0005,0.20864172834566913,True,0.108,0.108,0.20864172834566913,0.28387769284225156
358,aVR,0.001,0.22244448889777957,True,0.108,0.108,0.20864172834566913,0.3033356497567755
358,aVR,0.002,0.3614722944588918,True,0.11,0.108,0.20864172834566913,0.4763724808895066
358,aVR,0.005,0.656131226245249,True,0.148,0.108,0.20864172834566913,0.815496872828353
358,aVL,0.0005,0.20324064812962592,True,0.108,0.108,0.20324064812962592,0.2665045170257123
358,aVL,0.001,0.21924384876975395,True,0.108,0.108,0.20324064812962592,0.2866574009728978
358,aVL,0.002,0.35247049409881975,True,0.108,0.108,0.20324064812962592,0.43780403057678946
358,aVL,0.005,0.6665333066613323,True,0.144,0.108,0.20324064812962592,0.7692842251563586
358,aVF,0.0005,0.267253450690138,True,0.108,0.108,0.267253450690138,0.36170952050034744
358,aVF,0.001,0.28465693138627723,True,0.108,0.108,0.267253450690138,0.3842946490618485
358,aVF,0.002,0.4340868173634727,True,0.108,0.108,0.267253450690138,0.5524669909659485
358,aVF,0.005,0.7411482296459292,True,0.148,0.108,0.267253450690138,0.8637943015983321
358,V1,0.0005,0.5287057411482297,True,0.162,0.162,0.5287057411482297,0.6890201528839471
358,V1,0.001,0.5401080216043208,True,0.162,0.162,0.5287057411482297,0.7001389854065323
358,V1,0.002,0.6237247449489898,True,0.162,0.162,0.5287057411482297,0.7765809589993051
358,V1,0.005,0.8315663132626525,True,0.448,0.162,0.5287057411482297,0.9565670604586518
358,V2,0.0005,0.46169233846769353,True,0.108,0.108,0.46169233846769353,0.6296038915913829
358,V2,0.001,0.47429485897179435,True,0.108,0.108,0.46169233846769353,0.6480194579569145
358,V2,0.002,0.5635127025405081,True,0.108,0.108,0.46169233846769353,0.7446143154968728
358,V2,0.005,0.7631526305261053,True,0.422,0.108,0.46169233846769353,0.9329395413481585
358,V3,0.0005,0.4226845369073815,True,0.128,0.128,0.4226845369073815,0.6216122307157749
358,V3,0.001,0.4330866173234647,True,0.128,0.128,0.4226845369073815,0.6344683808200139
358,V3,0.002,0.5121024204840968,True,0.128,0.128,0.4226845369073815,0.7265462126476719
358,V3,0.005,0.7153430686137228,True,0.254,0.128,0.4226845369073815,0.9270326615705351
358,V4,0.0005,0.40788157631526306,True,0.14,0.14,0.40788157631526306,0.6188325225851286
358,V4,0.001,0.41808361672334465,True,0.14,0.14,0.40788157631526306,0.6320361362056984
358,V4,0.002,0.5007001400280056,True,0.14,0.14,0.40788157631526306,0.7265462126476719
358,V4,0.005,0.7105421084216843,True,0.392,0.14,0.40788157631526306,0.9329395413481585
358,V5,0.0005,0.4614922984596919,True,0.16,0.16,0.4614922984596919,0.6761640027797081
358,V5,0.001,0.4680936187237448,True,0.16,0.16,0.4614922984596919,0.6834607366226546
358,V5,0.002,0.5417083416683337,True,0.162,0.16,0.4614922984596919,0.7647671994440584
358,V5,0.005,0.7183436687337468,True,0.332,0.16,0.4614922984596919,0.9454482279360668
358,V6,0.0005,0.45509101820364073,True,0.11,0.11,0.45509101820364073,0.6803335649756775
358,V6,0.001,0.46409281856371276,True,0.11,0.11,0.45509101820364073,0.6907574704656011
358,V6,0.002,0.5443088617723545,True,0.112,0.11,0.45509101820364073,0.7821403752605977
358,V6,0.005,0.7289457891578316,True,0.368,0.11,0.45509101820364073,0.9576094510076442
443,I,0.0005,0.3742748549709942,True,0.128,0.128,0.3742748549709942,0.4259308159493002
443,I,0.001,0.40208041608321665,True,0.128,0.128,0.3742748549709942,0.45761816741484024
443,I,0.002,0.5163032606521304,True,0.128,0.128,0.3742748549709942,0.5798785318193821
443,I,0.005,0.792758551710342,True,0.254,0.128,0.3742748549709942,0.8745709004489042
443,II,0.0005,0.44008801760352073,True,0.122,0.122,0.44008801760352073,0.5062054396620016
443,II,0.001,0.4526905381076215,True,0.122,0.122,0.44008801760352073,0.5202006865592818
443,II,0.002,0.5471094218843768,True,0.124,0.122,0.44008801760352073,0.6266173752310537
443,II,0.005,0.7853570714142829,True,0.35,0.122,0.44008801760352073,0.8872458410351202
443,III,0.0005,0.5703140628125625,True,0.124,0.124,0.5703140628125625,0.6775811988381304
443,III,0.001,0.5819163832766553,True,0.124,0.124,0.5703140628125625,0.6902561394243465
443,III,0.002,0.662132426485297,True,0.128,0.124,0.5703140628125625,0.7771322946923687
443,III,0.005,0.8203640728145629,True,0.56,0.124,0.5703140628125625,0.9310800105624505
443,aVR,0.0005,0.3752750550110022,True,0.124,0.124,0.3752750550110022,0.43464483760232375
