ecg_id,lead_index,lead,amplitude_range_p99_p1_mv,flatline_fraction_diff_lt_0.001mv,longest_flatline_samples,quantized_value_fraction,median_abs_diff_mv,p95_abs_diff_mv,flag_flatline_gt_0.20
358,7,V2,1.094170000000001,0.47429485897179435,54,0.0416,0.0010000000000000009,0.04409999999999943,True
358,8,V3,1.2921500000000008,0.4330866173234647,64,0.0386,0.0010000000000000009,0.04700000000000001,True
358,9,V4,1.226060000000001,0.41808361672334465,70,0.035,0.0019999999999999983,0.04099999999999998,True
358,10,V5,1.17506,0.4680936187237448,80,0.0514,0.0010000000000000009,0.033,True
358,11,V6,1.0691100000000024,0.46409281856371276,55,0.0374,0.0010000000000000009,0.032,True
443,0,I,0.8060800000000016,0.40208041608321665,64,0.048,0.001999999999999988,0.03,True
443,1,II,1.09102,0.4526905381076215,61,0.0258,0.0010000000000000009,0.03809999999999945,True
443,2,III,0.5220500000000007,0.5819163832766553,62,0.0452,0.0,0.015000000000000013,True
443,3,aVR,0.9230200000000002,0.39727945589117825,62,0.0214,0.0010000000000000009,0.03,True
443,4,aVL,0.42804000000000086,0.4278855771154231,64,0.022,0.0010000000000000009,0.017,True
443,5,aVF,0.7391000000000018,0.4518903780756151,62,0.018,0.0010000000000000009,0.022999999999999993,True
443,6,V1,0.9410300000000003,0.6347269453890778,107,0.0406,0.0,0.040000000000000036,True
443,7,V2,1.371070000000001,0.46869373874774956,80,0.0418,0.0010000000000000009,0.05500000000000002,True
443,8,V3,1.6650500000000004,0.41348269653930786,53,0.0334,0.0019999999999999983,0.08199999999999996,True
443,9,V4,1.43902,0.483496699339868,52,0.0486,0.0010000000000000009,0.04499999999999999,True
443,10,V5,1.6560100000000002,0.4910982196439288,53,0.0356,0.0010000000000000009,0.03799999999999998,True
443,11,V6,1.748100000000002,0.4920984196839368,65,0.0252,0.0010000000000000009,0.04300000000000001,True
578,0,I,0.5170200000000003,0.2524504900980196,50,0.028,0.003999999999999997,0.03409999999999948,True
578,1,II,1.3001100000000019,0.3766753350670134,66,0.0378,0.0030000000000000027,0.04709999999999947,True
578,2,III,1.1930600000000013,0.3206641328265653,59,0.0324,0.0030000000000000027,0.05399999999999999,True
578,3,aVR,0.77502,0.2590518103620724,50,0.0226,0.0030000000000000027,0.034,True
578,4,aVL,0.6700100000000002,0.27245449089817964,51,0.0232,0.002999999999999999,0.038000000000000006,True
578,5,aVF,1.1861700000000037,0.28425685137027407,51,0.0236,0.002999999999999989,0.05299999999999999,True
578,6,V1,0.7730600000000004,0.5007001400280056,53,0.0422,0.0009999999999999992,0.03209999999999948,True
578,7,V2,1.76601,0.39947989597919586,50,0.0374,0.0020000000000000018,0.05799999999999995,True
578,8,V3,1.70404,0.395879175835167,52,0.03,0.0029999999999999957,0.077,True
578,9,V4,1.9040900000000003,0.39887977595519103,81,0.0448,0.0020000000000000018,0.065,True
578,10,V5,1.61503,0.40288057611522304,61,0.038,0.0020000000000000018,0.04909999999999949,True
578,11,V6,1.34601,0.4414882976595319,54,0.05,0.0010000000000000009,0.03899999999999998,True
602,0,I,1.0480300000000005,0.21124224844968995,57,0.0238,0.004,0.04000000000000001,True
602,1,II,0.863050000000001,0.33706741348269653,57,0.0232,0.0029999999999999957,0.032099999999999476,True
602,2,III,0.47202000000000005,0.4186837367473495,60,0.03,0.0010000000000000009,0.027999999999999997,True
602,3,aVR,0.94205,0.23744748949789957,58,0.0188,0.0030000000000000027,0.033,True
602,4,aVL,0.6890099999999999,0.2500500100020004,58,0.0216,0.0029999999999999957,0.032999999999999974,True
602,5,aVF,0.3870600000000011,0.3170634126825365,57,0.0178,0.0020000000000000018,0.018000000000000002,True
602,6,V1,1.0910500000000007,0.4100820164032807,55,0.0446,0.001999999999999995,0.039999999999999994,True
602,7,V2,1.6650500000000006,0.40848169633926784,54,0.0398,0.0020000000000000018,0.07199999999999995,True
602,8,V3,1.5110600000000014,0.38767753550710143,55,0.0332,0.0020000000000000018,0.06299999999999994,True
602,9,V4,1.3231000000000002,0.3860772154430886,54,0.0144,0.0020000000000000018,0.04099999999999998,True
602,10,V5,0.9130100000000002,0.47169433886777357,81,0.0418,0.0010000000000000009,0.024999999999999994,True
602,11,V6,0.9150100000000002,0.5161032206441288,109,0.0774,0.000999999999999987,0.025999999999999995,True
697,0,I,0.7720100000000001,0.1284256851370274,51,0.0114,0.005999999999999978,0.041999999999999996,False
697,1,II,0.62902,0.20544108821764354,52,0.0224,0.0040000000000000036,0.042099999999999485,True
697,2,III,0.8701,0.3704740948189638,54,0.025,0.0020000000000000018,0.04609999999999943,True
697,3,aVR,0.5450400000000002,0.13622724544908982,52,0.0128,0.0049999999999999906,0.04,False
697,4,aVL,0.7480100000000003,0.14602920584116824,52,0.0114,0.004,0.036000000000000004,False
697,5,aVF,0.6680300000000002,0.1912382476495299,52,0.0168,0.0030000000000000027,0.030999999999999996,False
697,6,V1,1.4400900000000014,0.3138627725545109,51,0.0256,0.0030000000000000027,0.02100000000000003,True
697,7,V2,1.0200500000000008,0.3520704140828166,52,0.0322,0.0029999999999999957,0.057999999999999996,True
697,8,V3,2.0470800000000002,0.32586517303460694,53,0.0212,0.0030000000000000027,0.12200000000000001,True
697,9,V4,2.031,0.33326665333066613,51,0.0164,0.0030000000000000027,0.12009999999999955,True
697,10,V5,1.9920400000000007,0.34086817363472693,71,0.025,0.0030000000000000027,0.14109999999999948,True
697,11,V6,1.7901000000000014,0.35427085417083415,52,0.0256,0.003,0.133,True
900,0,I,1.350090000000002,0.21704340868173636,54,0.0174,0.004,0.05709999999999942,True
900,1,II,1.0040200000000006,0.28385677135427084,54,0.018,0.0030000000000000027,0.028999999999999998,True
900,2,III,0.86908,0.5175035007001401,60,0.0354,0.0,0.036000000000000004,True
900,3,aVR,1.16103,0.22484496899379877,54,0.014,0.0030000000000000027,0.03909999999999946,True
900,4,aVL,1.0300600000000013,0.2634526905381076,54,0.0162,0.0020000000000000018,0.049000000000000016,True
900,5,aVF,0.5990100000000003,0.30586117223444687,54,0.0154,0.0020000000000000018,0.015,True
900,6,V1,1.50003,0.41708341668333665,51,0.0284,0.0010000000000000009,0.05800000000000005,True
900,7,V2,2.29306,0.3290658131626325,65,0.0258,0.00399999999999999,0.10909999999999943,True
900,8,V3,1.7560799999999999,0.357871574314863,51,0.0246,0.0030000000000000027,0.07699999999999996,True
900,9,V4,2.233090000000002,0.35627125425085016,57,0.0298,0.0030000000000000027,0.09909999999999944,True
900,10,V5,1.8132000000000044,0.38107621524304863,62,0.0286,0.0020000000000000018,0.07799999999999999,True
900,11,V6,1.0910300000000004,0.4450890178035607,61,0.0498,0.0010000000000000009,0.05109999999999946,True
933,0,I,0.6201000000000022,0.3756751350270054,55,0.046,0.002,0.021000000000000005,True
933,1,II,0.57001,0.4872974594918984,59,0.0324,0.0010000000000000009,0.01999999999999999,True
933,2,III,0.4580800000000005,0.584116823364673,82,0.0486,0.0,0.013000000000000005,True
933,3,aVR,0.5830300000000003,0.39707941588317663,55,0.0228,0.0010000000000000009,0.016,True
933,4,aVL,0.4780400000000009,0.4264852970594119,56,0.0284,0.0010000000000000009,0.017,True
933,5,aVF,0.3581,0.45629125825165034,55,0.0206,0.0010000000000000009,0.013000000000000012,True
933,6,V1,0.6660200000000003,0.5653130626125225,108,0.0268,0.0,0.015099999999999452,True
933,7,V2,0.423,0.6007201440288058,56,0.0382,0.0,0.017999999999999995,True
933,8,V3,1.645040000000001,0.3882776555311062,52,0.0142,0.0020000000000000018,0.042,True
933,9,V4,1.9860600000000013,0.5111022204440888,53,0.0196,0.0,0.03419999999999891,True
933,10,V5,1.564090000000002,0.4956991398279656,81,0.023,0.0010000000000000009,0.025099999999999446,True
933,11,V6,0.9820900000000017,0.5649129825965193,70,0.0268,0.0,0.014999999999999986,True
1004,0,I,1.2210400000000008,0.2450490098019604,52,0.025,0.0030000000000000027,0.04800000000000004,True
1004,1,II,1.6500000000000001,0.3320664132826565,52,0.0138,0.002999999999999999,0.05719999999999885,True
1004,2,III,0.7090600000000014,0.3966793358671734,69,0.0294,0.0019999999999999983,0.035,True
1004,3,aVR,1.4430200000000002,0.23904780956191238,52,0.0148,0.003,0.048,True
1004,4,aVL,0.5570200000000001,0.2550510102020404,53,0.0178,0.0020000000000000018,0.027999999999999997,True
1004,5,aVF,1.1620100000000002,0.29625925185037005,53,0.012,0.0020000000000000018,0.04209999999999948,True
1004,6,V1,1.822150000000001,0.4950990198039608,75,0.0166,0.0010000000000000009,0.052999999999999936,True
1004,7,V2,2.0801500000000015,0.3714742948589718,55,0.018,0.0030000000000000027,0.06409999999999945,True
1004,8,V3,2.6592500000000037,0.3892778555711142,69,0.0394,0.0020000000000000018,0.09699999999999999,True
1004,9,V4,3.8242600000000055,0.41228245649129824,57,0.0288,0.0020000000000000018,0.11429999999999846,True
1004,10,V5,3.8861400000000024,0.41028205641128224,80,0.0326,0.0020000000000000018,0.11709999999999944,True
1004,11,V6,3.2140300000000006,0.4366873374674935,62,0.0238,0.0010000000000000009,0.09409999999999932,True
1032,0,I,1.813100000000002,0.3134626925385077,55,0.0212,0.002999999999999999,0.06409999999999948,True
1032,1,II,0.7060300000000005,0.46889377875575117,55,0.0438,0.0010000000000000009,0.034,True
1032,2,III,1.5070499999999998,0.4812962592518504,80,0.0288,0.0010000000000000009,0.0570999999999995,True
1032,3,aVR,1.1470300000000004,0.353870774154831,55,0.016,0.002,0.039999999999999834,True
1032,4,aVL,1.6410700000000016,0.355871174234847,55,0.0198,0.002,0.057999999999999996,True
1032,5,aVF,0.724,0.4538907781556311,55,0.0234,0.0010000000000000009,0.032999999999999974,True
1032,6,V1,1.2081100000000002,0.5289057811562312,75,0.0432,0.0,0.05500000000000002,True
1032,7,V2,0.9850700000000006,0.4498899779955991,55,0.0194,0.0010000000000000009,0.039000000000000035,True
1032,8,V3,1.1851300000000018,0.4708941788357672,55,0.0366,0.0010000000000000009,0.057999999999999996,True
1032,9,V4,1.5050500000000002,0.4680936187237448,67,0.0154,0.0010000000000000009,0.05000000000000001,True
1032,10,V5,1.4591300000000025,0.4502900580116023,55,0.0226,0.0010000000000000009,0.04109999999999949,True
1032,11,V6,1.8860100000000002,0.4262852570514103,57,0.0214,0.0010000000000000009,0.04299999999999999,True
1154,0,I,1.6910100000000003,0.367873574714943,52,0.0236,0.0020000000000000018,0.03809999999999948,True
1154,1,II,0.6320200000000005,0.5473094618923785,64,0.0506,0.0,0.030000000000000002,True
1154,2,III,1.2160600000000006,0.5549109821964393,54,0.0374,0.0,0.032999999999999974,True
1154,3,aVR,1.1161100000000002,0.4196839367873575,53,0.0284,0.0010000000000000009,0.033,True
1154,4,aVL,1.4380500000000003,0.40768153630726145,53,0.0178,0.0010000000000000009,0.03209999999999948,True
1154,5,aVF,0.39602000000000026,0.5019003800760152,52,0.0318,0.0009999999999999992,0.01899999999999999,True
1154,6,V1,1.0710600000000001,0.6379275855171034,117,0.0588,0.0,0.03599999999999999,True
1154,7,V2,1.826070000000001,0.4472894578915783,53,0.0362,0.0010000000000000009,0.07900000000000001,True
1154,8,V3,1.8171600000000019,0.4452890578115623,54,0.0414,0.0010000000000000009,0.07700000000000001,True
1154,9,V4,2.578140000000003,0.45549109821964395,66,0.0178,0.0010000000000000009,0.08999999999999997,True
1154,10,V5,2.3770900000000013,0.5067013402680536,59,0.0208,0.000999999999999987,0.07029999999999821,True
1154,11,V6,1.7222100000000045,0.5485097019403881,57,0.0324,0.0,0.05809999999999945,True
1192,0,I,1.1321000000000019,0.38487697539507904,55,0.044,0.0020000000000000018,0.028099999999999476,True
1192,1,II,1.3352500000000056,0.4452890578115623,92,0.027,0.0010000000000000009,0.04009999999999948,True
1192,2,III,0.43611000000000133,0.5903180636127225,124,0.0354,0.0,0.017000000000000015,True
1192,3,aVR,1.2182100000000005,0.38867773554710944,55,0.024,0.002,0.03509999999999946,True
1192,4,aVL,0.5770400000000009,0.4224844968993799,56,0.025,0.0010000000000000009,0.016,True
1192,5,aVF,0.8400600000000007,0.4416883376675335,56,0.0184,0.0010000000000000009,0.02099999999999999,True
1192,6,V1,0.7470100000000002,0.6017203440688138,81,0.0524,0.0,0.033,True
1192,7,V2,1.1361700000000008,0.48069613922784554,59,0.041,0.0010000000000000009,0.059000000000000004,True
1192,8,V3,0.9980500000000003,0.528505701140228,82,0.0556,0.0,0.040099999999999476,True
1192,9,V4,1.2880700000000014,0.5049009801960392,75,0.0324,0.0009999999999999974,0.035,True
1192,10,V5,1.5470600000000012,0.5089017803560713,68,0.0438,0.000999999999999994,0.03799999999999998,True
1192,11,V6,1.7630800000000013,0.4558911782356471,57,0.0184,0.0010000000000000009,0.03600000000000003,True
1217,0,I,1.3370200000000003,0.03720744148829766,53,0.0148,0.015,0.09309999999999946,False
1217,1,II,1.096130000000003,0.10342068413682737,53,0.02,0.008,0.06999999999999999,False
1217,2,III,0.6510500000000001,0.0644128825765153,54,0.0202,0.011999999999999997,0.06299999999999999,False
1217,3,aVR,1.1910600000000007,0.052410482096419284,53,0.014,0.010000000000000009,0.073,False
1217,4,aVL,0.9010300000000004,0.04400880176035207,53,0.014,0.012999999999999998,0.07200000000000001,False
1217,5,aVF,0.5380400000000002,0.05661132226445289,53,0.0188,0.009000000000000001,0.04799999999999999,False
1217,6,V1,0.78402,0.2388477695539108,52,0.0294,0.004,0.04409999999999948,True
1217,7,V2,1.7591100000000006,0.1774354870974195,65,0.0178,0.006000000000000005,0.07409999999999951,False
1217,8,V3,1.338090000000001,0.16943388677735546,54,0.0212,0.0050000000000000044,0.06499999999999995,False
1217,9,V4,1.617,0.19683936787357473,57,0.0172,0.0050000000000000044,0.09009999999999932,False
1217,10,V5,1.6340500000000011,0.20004000800160032,53,0.0136,0.0040000000000000036,0.082,True
1217,11,V6,1.1750300000000007,0.2416483296659332,52,0.0186,0.004,0.058099999999999465,True
1241,0,I,0.9090500000000009,0.09501900380076016,50,0.015,0.007999999999999993,0.059,False
1241,1,II,0.9430600000000011,0.15983196639327865,49,0.0168,0.006999999999999992,0.0610999999999995,False
1241,2,III,0.595,0.19483896779355872,50,0.021,0.004,0.031,False
1241,3,aVR,0.90504,0.09461892378475695,49,0.013,0.006000000000000005,0.05700000000000001,False
1241,4,aVL,0.706,0.10942188437687538,50,0.0164,0.0050000000000000044,0.035999999999999976,False
1241,5,aVF,0.5500100000000002,0.12002400480096019,50,0.0136,0.004999999999999999,0.033999999999999996,False
1241,6,V1,1.19104,0.3734746949389878,49,0.0294,0.0020000000000000018,0.05199999999999999,True
1241,7,V2,1.5920100000000004,0.27045409081816363,50,0.017,0.003999999999999997,0.05900000000000005,True
1241,8,V3,1.233,0.27465493098619725,51,0.014,0.003999999999999976,0.047000000000000014,True
1241,9,V4,0.8150200000000003,0.26965393078615724,55,0.0182,0.003999999999999997,0.037000000000000005,True
1241,10,V5,0.9201200000000027,0.2590518103620724,49,0.0188,0.0030000000000000027,0.043,True
1241,11,V6,1.1500800000000018,0.3104620924184837,49,0.0124,0.0030000000000000027,0.044,True
1358,0,I,1.5250200000000005,0.3730746149229846,55,0.0426,0.0020000000000000018,0.06329999999999832,True
1358,1,II,1.08601,0.43048609721944386,66,0.0316,0.0010000000000000009,0.04199999999999998,True
1358,2,III,1.88307,0.5067013402680536,79,0.0376,0.0009999999999999974,0.057999999999999996,True
1358,3,aVR,0.87401,0.3790758151630326,55,0.0262,0.002,0.034,True
1358,4,aVL,1.6440700000000015,0.40388077615523105,55,0.0268,0.0010000000000000009,0.068,True
1358,5,aVF,1.3060500000000004,0.41248249649929986,55,0.023,0.0010000000000000009,0.03709999999999946,True
1358,6,V1,0.855,0.594118823764753,87,0.061,0.0,0.04100000000000001,True
1358,7,V2,1.0380099999999999,0.4776955391078216,80,0.0554,0.0010000000000000009,0.05699999999999995,True
1358,8,V3,1.57101,0.39167833566713345,50,0.0634,0.0029999999999999957,0.07799999999999996,True
1358,9,V4,2.0190300000000003,0.4330866173234647,81,0.0338,0.0010000000000000009,0.0790999999999994,True
1358,10,V5,2.1900300000000006,0.5111022204440888,119,0.0462,0.000999999999999994,0.07600000000000001,True
1358,11,V6,1.9041100000000022,0.5541108221644329,81,0.063,0.0,0.064,True
1385,0,I,0.9710800000000015,0.47069413882776556,55,0.0536,0.0010000000000000009,0.016,True
1385,1,II,0.9410500000000012,0.5429085817163433,55,0.036,0.0,0.02209999999999947,True
1385,2,III,0.39,0.6407281456291258,61,0.0328,0.0,0.012099999999999462,True
1385,3,aVR,0.9650000000000001,0.47509501900380074,55,0.0228,0.0010000000000000009,0.015999999999999993,True
1385,4,aVL,0.5950200000000004,0.515503100620124,56,0.0242,0.0009999999999999974,0.012999999999999998,True
1385,5,aVF,0.5020400000000009,0.5293058611722344,55,0.0234,0.0,0.014000000000000012,True
1385,6,V1,1.723060000000001,0.3966793358671734,54,0.0146,0.0010000000000000009,0.013099999999999461,True
1385,7,V2,1.30506,0.5161032206441288,94,0.0334,0.0,0.036,True
1385,8,V3,2.92802,0.3282656531306261,58,0.0118,0.0030000000000000027,0.056099999999999504,True
1385,9,V4,2.810100000000002,0.5311062212442489,81,0.0328,0.0,0.041099999999999436,True
1385,10,V5,3.3272800000000062,0.40768153630726145,67,0.0158,0.0010000000000000009,0.020999999999999967,True
1385,11,V6,2.4641300000000026,0.5709141828365674,86,0.0252,0.0,0.014000000000000012,True
1446,0,I,1.3020700000000016,0.39147829565913184,54,0.0392,0.002,0.02400000000000002,True
1446,1,II,0.6410800000000018,0.540508101620324,56,0.0474,0.0,0.016999999999999987,True
1446,2,III,0.771,0.5201040208041608,60,0.0458,0.0,0.016,True
1446,3,aVR,0.9341000000000003,0.41648329665933187,54,0.0258,0.0010000000000000009,0.019099999999999468,True
1446,4,aVL,1.0240100000000003,0.41628325665133026,54,0.028,0.0010000000000000009,0.015000000000000001,True
1446,5,aVF,0.3240500000000004,0.5185037007401481,54,0.0346,0.0009999999999999974,0.011000000000000003,True
1446,6,V1,0.9279999999999999,0.6263252650530106,82,0.0706,0.0,0.023099999999999465,True
1446,7,V2,1.3250300000000002,0.47749549909982,69,0.0444,0.0010000000000000009,0.03599999999999983,True
1446,8,V3,1.20002,0.49149829965993197,108,0.0406,0.0010000000000000009,0.041999999999999996,True
1446,9,V4,1.4130500000000001,0.514502900580116,85,0.03,0.0,0.044000000000000004,True
1446,10,V5,1.4171300000000029,0.5613122624524906,75,0.0416,0.0,0.015,True
1446,11,V6,1.07,0.6057211442288458,81,0.0792,0.0,0.015099999999999458,True
1508,0,I,1.2840500000000001,0.15543108621724344,51,0.014,0.0049999999999999906,0.09209999999999943,False
1508,1,II,0.6699999999999999,0.22544508901780355,52,0.0218,0.004,0.04300000000000001,True
1508,2,III,0.87101,0.3444688937787557,54,0.0328,0.0029999999999999957,0.05399999999999999,True
1508,3,aVR,0.9420500000000006,0.15803160632126426,52,0.0152,0.004,0.062099999999999496,False
1508,4,aVL,1.04702,0.1798359671934387,52,0.0124,0.00399999999999999,0.07499999999999996,False
1508,5,aVF,0.42903,0.22004400880176037,53,0.0134,0.0029999999999999957,0.02700000000000001,True
1508,6,V1,0.99502,0.41708341668333665,54,0.0342,0.0010000000000000009,0.05909999999999945,True
1508,7,V2,1.3060100000000001,0.4158831766353271,79,0.0298,0.001999999999999974,0.062099999999999454,True
1508,8,V3,1.6860300000000001,0.2398479695939188,52,0.0162,0.0040000000000000036,0.10399999999999998,True
1508,9,V4,1.8680499999999998,0.16863372674534907,52,0.0212,0.005999999999999998,0.10199999999999998,False
1508,10,V5,3.3240700000000016,0.20424084816963392,51,0.0148,0.0040000000000000036,0.1860999999999995,True
1508,11,V6,2.323080000000002,0.28905781156231247,52,0.0236,0.0030000000000000027,0.14209999999999948,True
1691,0,I,0.733,0.2760552110422084,51,0.0296,0.0030000000000000027,0.029099999999999467,True
1691,1,II,0.785040000000001,0.5107021404280856,70,0.036,0.000999999999999994,0.017,True
1691,2,III,0.4180200000000003,0.377875575115023,53,0.032,0.0020000000000000018,0.023000000000000003,True
1691,3,aVR,0.72502,0.3252650530106021,52,0.0234,0.0020000000000000018,0.020000000000000004,True
1691,4,aVL,0.43503000000000025,0.2892578515703141,52,0.0184,0.0020000000000000018,0.024999999999999998,True
1691,5,aVF,0.5150500000000011,0.35607121424284854,54,0.0198,0.001999999999999995,0.017,True
1691,6,V1,0.74113,0.5061012202440488,53,0.0524,0.0009999999999999992,0.02309999999999945,True
1691,7,V2,0.62601,0.48949789957991596,54,0.0668,0.0010000000000000009,0.02100000000000002,True
1691,8,V3,1.18302,0.511502300460092,59,0.0516,0.0,0.028099999999999476,True
1691,9,V4,1.4851000000000019,0.5275055011002201,79,0.0504,0.0,0.025000000000000022,True
1691,10,V5,1.3831500000000032,0.5037007401480296,53,0.0444,0.0009999999999999974,0.023999999999999994,True
1691,11,V6,1.1300600000000012,0.5539107821564313,67,0.0496,0.0,0.022099999999999422,True
1702,0,I,0.7612400000000052,0.1902380476095219,55,0.0254,0.004,0.033,False
