ecg_id,strict_label,threshold_mv,record_flag,max_fraction,median_fraction,flat_I,flat_II,flat_III,flat_aVR,flat_aVL,flat_aVF,flat_V1,flat_V2,flat_V3,flat_V4,flat_V5,flat_V6
12887,LVH,0.002,True,0.5775155031006202,0.4956991398279656,0.3836767353470694,0.5039007801560312,0.5725145029005801,0.4334866973394679,0.45549109821964395,0.543508701740348,0.5775155031006202,0.5387077415483097,0.48749749949989996,0.47049409881976395,0.47749549909982,0.5383076615323065
12887,LVH,0.005,True,0.8361672334466893,0.7575515103020605,0.6685337067413483,0.7613522704540908,0.7979595919183837,0.7287457491498299,0.734746949389878,0.7953590718143628,0.8029605921184236,0.7589517903580716,0.7103420684136827,0.7285457091418284,0.7561512302460492,0.8361672334466893
11526,LVH,0.0005,True,0.46869373874774956,0.3208641728345669,0.15703140628125625,0.27765553110622126,0.3272654530906181,0.17003400680136027,0.16923384676935388,0.22324464892978596,0.46869373874774956,0.37727545509101823,0.31446289257851573,0.34026805361072215,0.3368673734746949,0.3660732146429286
11526,LVH,0.001,True,0.4766953390678136,0.3336667333466693,0.17623524704940988,0.29545909181836366,0.35227045409081814,0.1868373674734947,0.1898379675935187,0.2448489697939588,0.4766953390678136,0.38587717543508704,0.3246649329865973,0.34266853370674133,0.34586917383476695,0.3794758951790358
11526,LVH,0.002,True,0.5713142628525705,0.4241848369673935,0.27945589117823566,0.393878775755151,0.46369273854770954,0.32306461292258454,0.33166633326665335,0.39367873574714946,0.5713142628525705,0.48089617923584715,0.4194838967793559,0.4288857771554311,0.4336867373474695,0.4614922984596919
11526,LVH,0.005,True,0.7979595919183837,0.6763352670534106,0.5833166633326665,0.6683336667333467,0.7633526705341068,0.6397279455891178,0.6771354270854171,0.7337467493498699,0.7979595919183837,0.7293458691738348,0.6685337067413483,0.6509301860372074,0.6755351070214043,0.6945389077815564
8940,LVH,0.0005,True,0.45709141828365674,0.3306661332266453,0.16243248649729947,0.29325865173034604,0.3670734146829366,0.1864372874574915,0.1940388077615523,0.2570514102820564,0.45709141828365674,0.3264652930586117,0.3348669733946789,0.35167033406681336,0.34666933386677334,0.35227045409081814
8940,LVH,0.001,True,0.46609321864372877,0.34046809361872377,0.17803560712142427,0.3092618523704741,0.3860772154430886,0.19903980796159232,0.21104220844168833,0.2806561312262453,0.46609321864372877,0.33346669333866774,0.34746949389877974,0.36187237447489495,0.35747149429885977,0.3680736147229446
8940,LVH,0.002,True,0.5707141428285657,0.43758751750350067,0.28285657131426284,0.4184836967393479,0.4882976595319064,0.32766553310662133,0.35087017403480697,0.4420884176835367,0.5707141428285657,0.4340868173634727,0.43248649729945987,0.4520904180836167,0.4410882176435287,0.46789357871574316
8940,LVH,0.005,True,0.8105621124224845,0.6829365873174635,0.5807161432286457,0.7141428285657131,0.7425485097019404,0.6477295459091819,0.6603320664132827,0.7571514302860572,0.8105621124224845,0.6833366673334667,0.6529305861172234,0.6825365073014603,0.6769353870774155,0.7663532706541308
2858,LVH,0.0005,True,0.5463092618523705,0.4269853970794159,0.33626725345069014,0.47209441888377673,0.4596919383876775,0.35907181436287255,0.35467093418683737,0.4194838967793559,0.5463092618523705,0.46769353870774155,0.4332866573314663,0.4206841368273655,0.41908381676335266,0.4728945789157832
2858,LVH,0.001,True,0.5629125825165033,0.4347869573914783,0.36207241448289657,0.48489697939587917,0.47249449889977996,0.3750750150030006,0.3706741348269654,0.4330866173234647,0.5629125825165033,0.47649529905981197,0.4364872974594919,0.4272854570914183,0.4240848169633927,0.48289657931586316
2858,LVH,0.002,True,0.6607321464292859,0.5260052010402081,0.46989397879575917,0.5707141428285657,0.5645129025805161,0.505501100220044,0.5061012202440488,0.5771154230846169,0.6607321464292859,0.5423084616923385,0.5097019403880776,0.4958991798359672,0.50250050010002,0.5515103020604121
2858,LVH,0.005,True,0.871374274854971,0.755251050210042,0.7361472294458892,0.7771554310862172,0.792758551710342,0.762752550510102,0.762752550510102,0.8231646329265854,0.871374274854971,0.7151430286057211,0.6939387877575515,0.6853370674134827,0.7011402280456092,0.747749549909982
16383,LVH,0.0005,True,0.28285657131426284,0.1851370274054811,0.04260852170434087,0.06601320264052811,0.1184236847369474,0.046409281856371276,0.04880976195239048,0.05021004200840168,0.28285657131426284,0.2518503700740148,0.2578515703140628,0.25645129025805163,0.267253450690138,0.27765553110622126
16383,LVH,0.001,True,0.2998599719943989,0.1919383876775355,0.05121024204840968,0.07301460292058412,0.1244248849769954,0.05481096219243849,0.05641128225645129,0.06021204240848169,0.2998599719943989,0.2594518903780756,0.26485297059411883,0.26025205041008204,0.27065413082616524,0.28525705141028207
16383,LVH,0.002,True,0.39907981596319264,0.26925385077015407,0.09521904380876176,0.11362272454490899,0.1912382476495299,0.10782156431286258,0.1222244448889778,0.13102620524104822,0.39907981596319264,0.3472694538907782,0.3550710142028406,0.3586717343468694,0.3654730946189238,0.3852770554110822
16383,LVH,0.005,True,0.6753350670134027,0.4887977595519104,0.239247849569914,0.27705541108221643,0.39747949589917986,0.2626525305061012,0.3160632126425285,0.3322664532906581,0.6753350670134027,0.580116023204641,0.5885177035407081,0.5873174634926985,0.590118023604721,0.6263252650530106
3853,LVH,0.0005,True,0.34546909381876373,0.23444688937787556,0.05581116223244649,0.09341868373674735,0.2012402480496099,0.060012002400480095,0.07081416283256652,0.07981596319263853,0.34546909381876373,0.3280656131226245,0.27725545109021804,0.26765353070614123,0.3032606521304261,0.31066213242648527
3853,LVH,0.001,True,0.36027205441088217,0.2463492698539708,0.06621324264852971,0.09821964392878575,0.21564312862572516,0.06821364272854571,0.08141628325665133,0.09101820364072814,0.36027205441088217,0.34646929385877173,0.2902580516103221,0.27705541108221643,0.3204640928185637,0.3302660532106421
3853,LVH,0.002,True,0.46369273854770954,0.3401680336067213,0.119623924784957,0.15943188637727546,0.30126025205041007,0.13742748549709943,0.17423484696939387,0.17863572714542908,0.46369273854770954,0.4488897779555911,0.38107621524304863,0.3790758151630326,0.41908381676335266,0.4426885377075415
3853,LVH,0.005,True,0.7413482696539307,0.6046209241848369,0.30686137227445487,0.3520704140828166,0.5647129425885177,0.33646729345869175,0.40988197639527907,0.4360872174434887,0.7413482696539307,0.7193438687737548,0.6445289057811562,0.6495299059811962,0.7171434286857371,0.7361472294458892
12781,LVH,0.0005,True,0.5655131026205241,0.40028005601120226,0.26225245049009804,0.4168833766753351,0.4470894178835767,0.29165833166633326,0.29465893178635727,0.3624724944988998,0.5655131026205241,0.35707141428285655,0.3836767353470694,0.4226845369073815,0.4282856571314263,0.46029205841168236
12781,LVH,0.001,True,0.585117023404681,0.41048209641928385,0.2740548109621924,0.4416883376675335,0.45989197839567914,0.3146629325865173,0.3100620124024805,0.3912782556511302,0.585117023404681,0.3674734946989398,0.3874774954990998,0.42968593718743747,0.4368873774754951,0.47309461892378474
12781,LVH,0.002,True,0.6719343868773755,0.5141028205641128,0.3884776955391078,0.5357071414282857,0.5567113422684536,0.4470894178835767,0.45609121824364873,0.5485097019403881,0.6719343868773755,0.4482896579315863,0.46309261852370476,0.5077015403080616,0.5205041008201641,0.5603120624124825
12781,LVH,0.005,True,0.8735747149429886,0.7706541308261652,0.7111422284456891,0.8083616723344669,0.8005601120224045,0.7723544708941789,0.7689537907581516,0.8455691138227646,0.8735747149429886,0.6807361472294459,0.6863372674534907,0.7303460692138428,0.761752350470094,0.8255651130226045
17896,LVH,0.0005,True,0.6029205841168234,0.5174034806961392,0.4024804960992198,0.5177035407081416,0.505501100220044,0.4222844568913783,0.4244848969793959,0.45829165833166635,0.579115823164633,0.5171034206841368,0.5453090618123625,0.5749149829965993,0.6007201440288058,0.6029205841168234
17896,LVH,0.001,True,0.6159231846369274,0.5341068213642728,0.4344868973794759,0.5319063812762552,0.5291058211642329,0.4416883376675335,0.45809161832366474,0.48169633926785355,0.5955191038207641,0.5363072614522905,0.5679135827165434,0.5893178635727145,0.6095219043808762,0.6159231846369274
17896,LVH,0.002,True,0.6761352270454091,0.6123224644928986,0.5401080216043208,0.6071214242848569,0.612122424484897,0.5671134226845369,0.5879175835167033,0.6093218643728746,0.6623324664932987,0.6125225045009002,0.6427285457091418,0.6725345069013803,0.6747349469893978,0.6761352270454091
17896,LVH,0.005,True,0.9035807161432287,0.8412682536507301,0.8223644728945789,0.8107621524304861,0.8519703940788158,0.8213642728545709,0.8705741148229645,0.8445689137827566,0.8493698739747949,0.8377675535107021,0.8641728345669134,0.9035807161432287,0.8355671134226845,0.8379675935187038
4323,LVH,0.0005,True,0.5247049409881976,0.4236847369473895,0.35047009401880375,0.479495899179836,0.5247049409881976,0.38007601520304063,0.3824764952990598,0.4372874574914983,0.46729345869173833,0.3424684936987398,0.34806961392278457,0.41248249649929986,0.4348869773954791,0.4576915383076615
4323,LVH,0.001,True,0.5467093418683737,0.4262852570514103,0.36687337467493497,0.4928985797159432,0.5467093418683737,0.39547909581916385,0.40308061612322466,0.4614922984596919,0.4842968593718744,0.35047009401880375,0.352870574114823,0.41508301660332064,0.4374874974994999,0.46409281856371276
4323,LVH,0.002,True,0.6245249049809962,0.5316063212642528,0.47209441888377673,0.5765153030606122,0.6245249049809962,0.5141028205641128,0.5451090218043608,0.6053210642128426,0.5689137827565514,0.4282856571314263,0.4282856571314263,0.4958991798359672,0.5181036207241448,0.5459091818363673
4323,LVH,0.005,True,0.8577715543108622,0.7817563512702541,0.7653530706141228,0.8193638727745549,0.843368673734747,0.7981596319263853,0.8127625525105021,0.8577715543108622,0.7885577115423085,0.6407281456291258,0.6501300260052011,0.7305461092218444,0.7453490698139628,0.7749549909981996
14717,LVH,0.0005,True,0.6547309461892379,0.47909581916383276,0.4392878575715143,0.5267053410682137,0.6097219443888777,0.4530906181236247,0.4596919383876775,0.498499699939988,0.6547309461892379,0.5207041408281656,0.5037007401480296,0.45929185837167436,0.4364872974594919,0.35827165433086616
14717,LVH,0.001,True,0.6717343468693738,0.4953990798159632,0.45709141828365674,0.5409081816363273,0.6303260652130426,0.46849369873974794,0.48109621924384877,0.5215043008601721,0.6717343468693738,0.5289057811562312,0.5097019403880776,0.46469293858771754,0.4392878575715143,0.3644728945789158
14717,LVH,0.002,True,0.7343468693738747,0.5913182636527305,0.5535107021404281,0.6075215043008602,0.7015403080616123,0.5837167433486697,0.6041208241648329,0.6373274654930986,0.7343468693738747,0.5989197839567914,0.5781156231246249,0.5433086617323465,0.5267053410682137,0.45329065813162633
14717,LVH,0.005,True,0.8919783956791358,0.8061612322464493,0.8043608721744349,0.8079615923184637,0.8825765153030606,0.8209641928385677,0.8515703140628126,0.8391678335667133,0.8919783956791358,0.7715543108621724,0.755751150230046,0.7455491098219644,0.7687537507501501,0.7045409081816363
5323,LVH,0.0005,True,0.41428285657131425,0.26275255051010205,0.19823964792958593,0.30306061212242447,0.34866973394678935,0.20564112822564512,0.21324264852970595,0.2450490098019604,0.34686937387477496,0.23844768953790757,0.22164432886577315,0.28045609121824366,0.3644728945789158,0.41428285657131425
5323,LVH,0.001,True,0.4212842568513703,0.2690538107621524,0.20744148829765954,0.3074614922984597,0.35627125425085016,0.21424284856971396,0.22224444888977796,0.2538507701540308,0.35327065413082614,0.24144828965793158,0.22544508901780355,0.28425685137027407,0.36967393478695737,0.4212842568513703
5323,LVH,0.002,True,0.5207041408281656,0.3835767153430686,0.31446289257851573,0.41348269653930786,0.4718943788757752,0.34146829365873177,0.36687337467493497,0.40028005601120226,0.45149029805961194,0.3164632926585317,0.2986597319463893,0.36307261452290457,0.47029405881176234,0.5207041408281656
5323,LVH,0.005,True,0.7875575115023005,0.6842368473694739,0.6237247449489898,0.6765353070614123,0.7435487097419484,0.6483296659331866,0.6971394278855771,0.7029405881176235,0.6919383876775355,0.53250650130026,0.5001000200040008,0.6019203840768154,0.7681536307261452,0.7875575115023005
333,LVH,0.0005,True,0.38667733546709343,0.1948389677935587,0.0620124024804961,0.07601520304060812,0.38667733546709343,0.06481296259251851,0.08501700340068014,0.08081616323264652,0.33806761352270454,0.1954390878175635,0.1942388477695539,0.2364472894578916,0.2730546109221844,0.30006001200240046
333,LVH,0.001,True,0.3996799359871974,0.2021404280856171,0.07401480296059212,0.08001600320064013,0.3996799359871974,0.07081416283256652,0.09761952390478096,0.08721744348869774,0.34566913382676534,0.2036407281456291,0.20064012802560513,0.24284856971394278,0.2788557711542308,0.3070614122824565
333,LVH,0.002,True,0.494498899779956,0.28405681136227245,0.1298259651930386,0.1240248049609922,0.494498899779956,0.1224244848969794,0.18383676735347068,0.17063412682536508,0.4574914982996599,0.2834566913382677,0.28465693138627723,0.33086617323464695,0.3754750950190038,0.40608121624324867
333,LVH,0.005,True,0.7331466293258652,0.5211042208441689,0.29245849169833965,0.27525505101020203,0.7331466293258652,0.28085617123424683,0.4452890578115623,0.40708141628325667,0.7217443488697739,0.5169033806761353,0.5253050610122024,0.5775155031006202,0.6507301460292059,0.6831366273254651
6051,LVH,0.0005,True,0.46109221844368875,0.33326665333066613,0.1232246449289858,0.23744748949789957,0.32786557311462294,0.14682936587317463,0.15723144628925786,0.23084616923384677,0.46109221844368875,0.3386677335467093,0.3500700140028006,0.34266853370674133,0.34226845369073816,0.35087017403480697
6051,LVH,0.001,True,0.4812962592518504,0.34566913382676534,0.1300260052010402,0.2536507301460292,0.34806961392278457,0.15823164632926584,0.16923384676935388,0.27045409081816363,0.4812962592518504,0.34326865373074616,0.3634726945389078,0.35347069413882776,0.35467093418683737,0.3636727345469094
6051,LVH,0.002,True,0.5741148229645929,0.4360872174434887,0.22604520904180836,0.351870374074815,0.4558911782356471,0.2760552110422084,0.3038607721544309,0.4072814562912582,0.5741148229645929,0.4302860572114423,0.4632926585317063,0.4418883776755351,0.4498899779955991,0.46689337867573516
6051,LVH,0.005,True,0.8151630326065213,0.6838367673534707,0.4872974594918984,0.6207241448289658,0.7323464692938588,0.5547109421884376,0.5993198639727946,0.7031406281256252,0.8151630326065213,0.658131626325265,0.6983396679335867,0.6693338667733547,0.7051410282056412,0.7231446289257851
3388,LVH,0.0005,True,0.49229845969193836,0.33776755351070215,0.16403280656131225,0.27285457091418286,0.35087017403480697,0.18103620724144828,0.1954390878175635,0.2524504900980196,0.49229845969193836,0.4308861772354471,0.39427885577115424,0.36867373474694937,0.3246649329865973,0.393878775755151
3388,LVH,0.001,True,0.5117023404680936,0.35977195439087817,0.17303460692138428,0.29065813162632526,0.369873974794959,0.1956391278255651,0.21404280856171234,0.27965593118623727,0.5117023404680936,0.4480896179235847,0.41428285657131425,0.3792758551710342,0.34966993398679735,0.4148829765953191
3388,LVH,0.002,True,0.5939187837567513,0.4568913782756551,0.27485497099419887,0.39267853570714145,0.46189237847569514,0.32026405281056214,0.3386677335467093,0.4318863772754551,0.5939187837567513,0.5327065413082617,0.4996999399879976,0.47649529905981197,0.4518903780756151,0.5131026205241048
3388,LVH,0.005,True,0.7953590718143628,0.7180436087217443,0.5407081416283257,0.6647329465893179,0.7041408281656332,0.6069213842768554,0.6187237447489498,0.7093418683736747,0.7953590718143628,0.7589517903580716,0.7301460292058412,0.7267453490698139,0.7431486297259452,0.7703540708141629
3421,LVH,0.0005,True,0.5093018603720744,0.3044608921784357,0.1904380876175235,0.3170634126825365,0.29185837167433487,0.20484096819363873,0.19923984796959393,0.23764752950590118,0.5093018603720744,0.28245649129825967,0.3606721344268854,0.3744748949789958,0.4624924984996999,0.4872974594918984
3421,LVH,0.001,True,0.5237047409481896,0.3289657931586317,0.20984196839367875,0.3368673734746949,0.32106421284256853,0.22804560912182437,0.22764552910582117,0.2674534906981396,0.5237047409481896,0.2968593718743749,0.3762752550510102,0.394878975795159,0.47789557911582314,0.5047009401880376
3421,LVH,0.002,True,0.6205241048209642,0.4334866973394679,0.3282656531306261,0.4394878975795159,0.4204840968193639,0.3812762552510502,0.36307261452290457,0.4274854970994199,0.6205241048209642,0.3910782156431286,0.47489497899579913,0.5047009401880376,0.5711142228445689,0.5969193838767753
3421,LVH,0.005,True,0.8349669933986797,0.7184436887377476,0.6423284656931386,0.7223444688937788,0.7145429085817163,0.7135427085417083,0.6861372274454891,0.7315463092618524,0.8219643928785757,0.6265253050610122,0.7051410282056412,0.7841568313662732,0.8349669933986797,0.8253650730146029
2491,LVH,0.0005,True,0.5559111822364473,0.397379475895179,0.3386677335467093,0.4308861772354471,0.5559111822364473,0.35427085417083415,0.3854770954190838,0.4252850570114023,0.5073014602920584,0.35167033406681336,0.3264652930586117,0.353870774154831,0.40928185637127423,0.4604920984196839
2491,LVH,0.001,True,0.5729145829165834,0.41988397679535905,0.3622724544908982,0.4450890178035607,0.5729145829165834,0.3716743348669734,0.41888377675535104,0.44568913782756553,0.5197039407881576,0.3662732546509302,0.3358671734346869,0.36767353470694136,0.42088417683536705,0.48369673934786955
2491,LVH,0.002,True,0.6663332666533307,0.5348069613922783,0.4902980596119224,0.5517103420684136,0.6663332666533307,0.5157031406281256,0.5687137427485497,0.6067213442688538,0.6051210242048409,0.45149029805961194,0.43148629725945187,0.47109421884376873,0.5179035807161432,0.584116823364673
2491,LVH,0.005,True,0.8845769153830766,0.8113622724544909,0.8069613922784556,0.8111622324464893,0.8845769153830766,0.8115623124624926,0.8665733146629326,0.8513702740548109,0.8279655931186237,0.7095419083816763,0.6843368673734747,0.750750150030006,0.7813562712542509,0.843368673734747
3316,LVH,0.0005,True,0.5375075015003,0.44638927785557114,0.22304460892178435,0.53250650130026,0.3090618123624725,0.270254050810162,0.2426485297059412,0.3328665733146629,0.5241048209641929,0.4436887377475495,0.4498899779955991,0.4490898179635927,0.48469693938787756,0.5375075015003
3316,LVH,0.001,True,0.5567113422684536,0.45679135827165435,0.24184836967393478,0.5551110222044409,0.3244648929785957,0.2960592118423685,0.26405281056211244,0.358871774354871,0.54250850170034,0.45529105821164234,0.45909181836367274,0.45829165833166635,0.4966993398679736,0.5567113422684536
3316,LVH,0.002,True,0.6437287457491498,0.5417083416683337,0.352870574114823,0.6437287457491498,0.4262852570514103,0.4546909381876375,0.3844768953790758,0.5221044208841769,0.625125025005001,0.5427085417083417,0.5407081416283257,0.5511102220444088,0.5839167833566713,0.6409281856371274
3316,LVH,0.005,True,0.8857771554310863,0.7693538707741547,0.6485297059411882,0.8857771554310863,0.7017403480696139,0.7645529105821164,0.6755351070214043,0.8041608321664333,0.8503700740148029,0.7423484696939388,0.7609521904380876,0.7741548309661932,0.8053610722144429,0.8675735147029406
14470,LVH,0.0005,True,0.6109221844368874,0.49059811962392474,0.39607921584316863,0.5087017403480696,0.5505101020204041,0.41608321664332865,0.4330866173234647,0.47249449889977996,0.6109221844368874,0.5287057411482297,0.46589317863572716,0.46829365873174633,0.5091018203640728,0.5449089817963593
14470,LVH,0.001,True,0.6279255851170235,0.5118023604720945,0.41728345669133826,0.5259051810362072,0.5683136627325465,0.4380876175235047,0.4604920984196839,0.5003000600120024,0.6279255851170235,0.5389077815563112,0.47589517903580714,0.47809561912382476,0.5233046609321864,0.5641128225645129
14470,LVH,0.002,True,0.70374074814963,0.6114222844568914,0.530506101220244,0.6123224644928986,0.6587317463492699,0.5683136627325465,0.6053210642128426,0.6315263052610522,0.70374074814963,0.6223244648929785,0.5619123824764953,0.5619123824764953,0.6105221044208842,0.6521304260852171
14470,LVH,0.005,True,0.8911782356471294,0.8347669533906781,0.8121624324864973,0.8365673134626925,0.881376275255051,0.8329665933186637,0.8649729945989197,0.8589717943588717,0.8911782356471294,0.8275655131026205,0.7663532706541308,0.7777555511102221,0.8259651930386077,0.8787757551510302
21775,LVH,0.0005,True,0.5049009801960392,0.33626725345069014,0.2450490098019604,0.3092618523704741,0.45789157831566313,0.24624924984997,0.27665533106621326,0.2978595719143829,0.3204640928185637,0.3520704140828166,0.3762752550510102,0.4386877375475095,0.4912982596519304,0.5049009801960392
21775,LVH,0.001,True,0.513502700540108,0.34816963392678535,0.2608521704340868,0.32206441288257653,0.48209641928385677,0.26025205041008204,0.3072614522904581,0.3180636127225445,0.3396679335867173,0.3566713342668534,0.3816763352670534,0.4410882176435287,0.4988997799559912,0.513502700540108
21775,LVH,0.002,True,0.588117623524705,0.4634926985397079,0.37247449489897977,0.41448289657931586,0.5723144628925785,0.3890778155631126,0.4538907781556311,0.47309461892378474,0.41028205641128224,0.4444888977795559,0.47649529905981197,0.5503100620124025,0.5863172634526905,0.588117623524705
21775,LVH,0.005,True,0.8269653930786157,0.7460492098419684,0.660132026405281,0.6685337067413483,0.8269653930786157,0.6759351870374075,0.7541508301660332,0.7441488297659532,0.6377275455091018,0.6499299859971994,0.7479495899179835,0.8161632326465293,0.8147629525905181,0.8097619523904781
14521,LVH,0.0005,True,0.4430886177235447,0.2947589517903581,0.16583316663332667,0.1842368473694739,0.2460492098419684,0.14142828565713142,0.15043008601720345,0.16123224644928985,0.4430886177235447,0.3706741348269654,0.3434686937387478,0.367873574714943,0.40048009601920387,0.41708341668333665
14521,LVH,0.001,True,0.4556911382276455,0.3082616523304661,0.1828365673134627,0.1930386077215443,0.2550510102020404,0.15543108621724344,0.16503300660132025,0.1736347269453891,0.4556911382276455,0.38767753550710143,0.3614722944588918,0.3826765353070614,0.41208241648329663,0.42768553710742147
14521,LVH,0.002,True,0.5407081416283257,0.40798159631926384,0.2844568913782757,0.2844568913782757,0.3632726545309062,0.27265453090618125,0.2928585717143429,0.2930586117223445,0.5407081416283257,0.48189637927585516,0.4526905381076215,0.48109621924384877,0.5165033006601321,0.5297059411882377
14521,LVH,0.005,True,0.77875575115023,0.6524304860972194,0.5401080216043208,0.5383076615323065,0.6045209041808361,0.5611122224444889,0.5751150230046009,0.5755151030206042,0.7655531106221244,0.7093418683736747,0.7003400680136027,0.7355471094218844,0.7589517903580716,0.77875575115023
7503,LVH,0.0005,True,0.47709541908381675,0.34186837367473494,0.10002000400080016,0.2486497299459892,0.17063412682536508,0.11162232446489298,0.10982196439287857,0.13962792558511702,0.47709541908381675,0.4498899779955991,0.4350870174034807,0.4380876175235047,0.45169033806761355,0.46469293858771754
7503,LVH,0.001,True,0.4968993798759752,0.3484696939387878,0.10742148429685937,0.2560512102420484,0.1890378075615123,0.11802360472094418,0.1234246849369874,0.16303260652130427,0.4968993798759752,0.45529105821164234,0.4412882576515303,0.4408881776355271,0.4566913382676535,0.47509501900380074
7503,LVH,0.002,True,0.5807161432286457,0.4353870774154831,0.19143828765753151,0.35047009401880375,0.27565513102620526,0.22604520904180836,0.23064612922584518,0.2882576515303061,0.5807161432286457,0.5303060612122424,0.5229045809161832,0.5203040608121624,0.5383076615323065,0.5623124624924986
7503,LVH,0.005,True,0.8143628725745149,0.6575315063012602,0.4378875775155031,0.6047209441888378,0.5863172634526905,0.5243048609721944,0.5241048209641929,0.6145229045809162,0.8143628725745149,0.7019403880776155,0.7209441888377676,0.7005401080216043,0.7373474694938987,0.7823564712942589
15174,LVH,0.0005,True,0.5967193438687738,0.4084816963392679,0.3158631726345269,0.4406881376275255,0.4990998199639928,0.34326865373074616,0.35367073414682937,0.4242848569713943,0.5967193438687738,0.35427085417083415,0.3622724544908982,0.39267853570714145,0.46589317863572716,0.4992998599719944
15174,LVH,0.001,True,0.6097219443888777,0.4251850370074015,0.3284656931386277,0.45229045809161833,0.5183036607321464,0.35827165433086616,0.3716743348669734,0.4528905781156231,0.6097219443888777,0.3692738547709542,0.3712742548509702,0.39807961592318464,0.47169433886777357,0.5097019403880776
15174,LVH,0.002,True,0.6807361472294459,0.5226045209041809,0.4344868973794759,0.5407081416283257,0.6023204640928186,0.47889577915583115,0.504500900180036,0.5955191038207641,0.6807361472294459,0.4404880976195239,0.4500900180036007,0.4708941788357672,0.5543108621724345,0.593118623724745
15174,LVH,0.005,True,0.8425685137027406,0.7702540508101621,0.7115423084616923,0.7717543508701741,0.8227645529105821,0.7485497099419884,0.7739547909581916,0.840368073614723,0.8425685137027406,0.6473294658931786,0.6457291458291659,0.6873374674934987,0.7687537507501501,0.8213642728545709
2762,LVH,0.0005,True,0.5119023804760953,0.4255851170234047,0.3066613322664533,0.43248649729945987,0.5073014602920584,0.3320664132826565,0.34666933386677334,0.42488497699539907,0.5119023804760953,0.3766753350670134,0.4482896579315863,0.47169433886777357,0.4262852570514103,0.34506901380276056
2762,LVH,0.001,True,0.5247049409881976,0.4446889377875575,0.3292658531706341,0.45509101820364073,0.5247049409881976,0.3616723344668934,0.3656731346269254,0.4576915383076615,0.5189037807561512,0.38587717543508704,0.46269253850770153,0.493498699739948,0.4342868573714743,0.34946989397879574
2762,LVH,0.002,True,0.6257251450290058,0.5409081816363273,0.4488897779555911,0.5535107021404281,0.6257251450290058,0.493498699739948,0.5181036207241448,0.6173234646929386,0.6213242648529705,0.46109221844368875,0.5421084216843368,0.5779155831166233,0.5397079415883177,0.4424884976995399
