ecg_id,fold,path,access
4210,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04210_hr.hea,read_only
4297,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04297_hr.hea,read_only
4323,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04323_hr.hea,read_only
4374,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04374_hr.hea,read_only
4398,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04398_hr.hea,read_only
4406,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04406_hr.hea,read_only
4481,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04481_hr.hea,read_only
4716,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04716_hr.hea,read_only
4721,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04721_hr.hea,read_only
4738,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04738_hr.hea,read_only
4802,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04802_hr.hea,read_only
4808,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04808_hr.hea,read_only
4918,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\04000\04918_hr.hea,read_only
5178,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05178_hr.hea,read_only
5323,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05323_hr.hea,read_only
5415,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05415_hr.hea,read_only
5453,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05453_hr.hea,read_only
5457,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05457_hr.hea,read_only
5484,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05484_hr.hea,read_only
5534,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05534_hr.hea,read_only
5550,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05550_hr.hea,read_only
5657,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05657_hr.hea,read_only
5705,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05705_hr.hea,read_only
5783,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05783_hr.hea,read_only
5823,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05823_hr.hea,read_only
5843,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05843_hr.hea,read_only
5887,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05887_hr.hea,read_only
5962,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05962_hr.hea,read_only
5984,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\05000\05984_hr.hea,read_only
6051,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06051_hr.hea,read_only
6102,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06102_hr.hea,read_only
6146,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06146_hr.hea,read_only
6250,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06250_hr.hea,read_only
6278,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06278_hr.hea,read_only
6347,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06347_hr.hea,read_only
6401,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06401_hr.hea,read_only
6534,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06534_hr.hea,read_only
6554,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06554_hr.hea,read_only
6611,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06611_hr.hea,read_only
6624,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06624_hr.hea,read_only
6635,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06635_hr.hea,read_only
6888,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06888_hr.hea,read_only
6930,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\06000\06930_hr.hea,read_only
7184,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07184_hr.hea,read_only
7198,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07198_hr.hea,read_only
7410,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07410_hr.hea,read_only
7420,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07420_hr.hea,read_only
7439,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07439_hr.hea,read_only
7503,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07503_hr.hea,read_only
7564,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07564_hr.hea,read_only
7659,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07659_hr.hea,read_only
7844,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07844_hr.hea,read_only
7911,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\07000\07911_hr.hea,read_only
8022,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08022_hr.hea,read_only
8049,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08049_hr.hea,read_only
8211,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08211_hr.hea,read_only
8308,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08308_hr.hea,read_only
8314,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08314_hr.hea,read_only
8315,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08315_hr.hea,read_only
8385,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08385_hr.hea,read_only
8456,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08456_hr.hea,read_only
8526,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08526_hr.hea,read_only
8649,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08649_hr.hea,read_only
8718,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08718_hr.hea,read_only
8806,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08806_hr.hea,read_only
8871,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08871_hr.hea,read_only
8878,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08878_hr.hea,read_only
8940,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\08000\08940_hr.hea,read_only
9005,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09005_hr.hea,read_only
9057,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09057_hr.hea,read_only
9112,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09112_hr.hea,read_only
9285,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09285_hr.hea,read_only
9535,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09535_hr.hea,read_only
9568,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09568_hr.hea,read_only
9605,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09605_hr.hea,read_only
9747,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09747_hr.hea,read_only
9782,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09782_hr.hea,read_only
9801,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09801_hr.hea,read_only
9805,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09805_hr.hea,read_only
9843,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09843_hr.hea,read_only
9868,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\09000\09868_hr.hea,read_only
10121,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10121_hr.hea,read_only
10129,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10129_hr.hea,read_only
10239,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10239_hr.hea,read_only
10551,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10551_hr.hea,read_only
10602,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10602_hr.hea,read_only
10672,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10672_hr.hea,read_only
10702,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10702_hr.hea,read_only
10703,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10703_hr.hea,read_only
10746,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10746_hr.hea,read_only
10811,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10811_hr.hea,read_only
10907,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10907_hr.hea,read_only
10971,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10971_hr.hea,read_only
10989,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10989_hr.hea,read_only
10992,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\10000\10992_hr.hea,read_only
11011,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11011_hr.hea,read_only
11163,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11163_hr.hea,read_only
11337,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11337_hr.hea,read_only
11338,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11338_hr.hea,read_only
11404,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11404_hr.hea,read_only
11518,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11518_hr.hea,read_only
11526,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11526_hr.hea,read_only
11598,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11598_hr.hea,read_only
11707,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11707_hr.hea,read_only
11906,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11906_hr.hea,read_only
11920,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11920_hr.hea,read_only
11924,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11924_hr.hea,read_only
11961,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\11000\11961_hr.hea,read_only
12064,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12064_hr.hea,read_only
12087,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12087_hr.hea,read_only
12118,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12118_hr.hea,read_only
12255,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12255_hr.hea,read_only
12320,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12320_hr.hea,read_only
12379,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12379_hr.hea,read_only
12434,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12434_hr.hea,read_only
12628,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12628_hr.hea,read_only
