stage,ecg_id,index,sample,time_s,rr_prev_ms,rr_next_ms,status
stage1,150,7,2134,4.268,328.0,866.0,algorithm_only_not_gold_standard
stage1,150,8,2567,5.134,866.0,326.0,algorithm_only_not_gold_standard
stage1,150,9,2730,5.46,326.0,876.0,algorithm_only_not_gold_standard
stage1,150,10,3168,6.336,876.0,326.0,algorithm_only_not_gold_standard
stage1,150,11,3331,6.662,326.0,904.0,algorithm_only_not_gold_standard
stage1,150,12,3783,7.566,904.0,328.0,algorithm_only_not_gold_standard
stage1,150,13,3947,7.894,328.0,838.0,algorithm_only_not_gold_standard
stage1,150,14,4366,8.732,838.0,326.0,algorithm_only_not_gold_standard
stage1,150,15,4529,9.058,326.0,,algorithm_only_not_gold_standard
stage1,333,0,325,0.65,,770.0,algorithm_only_not_gold_standard
stage1,333,1,710,1.42,770.0,804.0,algorithm_only_not_gold_standard
stage1,333,2,1112,2.224,804.0,802.0,algorithm_only_not_gold_standard
stage1,333,3,1513,3.026,802.0,806.0,algorithm_only_not_gold_standard
stage1,333,4,1916,3.832,806.0,818.0,algorithm_only_not_gold_standard
stage1,333,5,2325,4.65,818.0,818.0,algorithm_only_not_gold_standard
stage1,333,6,2734,5.468,818.0,820.0,algorithm_only_not_gold_standard
stage1,333,7,3144,6.288,820.0,830.0,algorithm_only_not_gold_standard
stage1,333,8,3559,7.118,830.0,844.0,algorithm_only_not_gold_standard
stage1,333,9,3981,7.962,844.0,834.0,algorithm_only_not_gold_standard
stage1,333,10,4398,8.796,834.0,840.0,algorithm_only_not_gold_standard
stage1,333,11,4818,9.636,840.0,,algorithm_only_not_gold_standard
stage1,358,0,53,0.106,,694.0,algorithm_only_not_gold_standard
stage1,358,1,400,0.8,694.0,256.0,algorithm_only_not_gold_standard
stage1,358,2,528,1.056,256.0,668.0,algorithm_only_not_gold_standard
stage1,358,3,862,1.724,668.0,256.0,algorithm_only_not_gold_standard
stage1,358,4,990,1.98,256.0,658.0,algorithm_only_not_gold_standard
stage1,358,5,1319,2.638,658.0,256.0,algorithm_only_not_gold_standard
stage1,358,6,1447,2.894,256.0,678.0,algorithm_only_not_gold_standard
stage1,358,7,1786,3.572,678.0,258.0,algorithm_only_not_gold_standard
stage1,358,8,1915,3.83,258.0,694.0,algorithm_only_not_gold_standard
stage1,358,9,2262,4.524,694.0,258.0,algorithm_only_not_gold_standard
stage1,358,10,2391,4.782,258.0,692.0,algorithm_only_not_gold_standard
stage1,358,11,2737,5.474,692.0,256.0,algorithm_only_not_gold_standard
stage1,358,12,2865,5.73,256.0,684.0,algorithm_only_not_gold_standard
stage1,358,13,3207,6.414,684.0,258.0,algorithm_only_not_gold_standard
stage1,358,14,3336,6.672,258.0,694.0,algorithm_only_not_gold_standard
stage1,358,15,3683,7.366,694.0,258.0,algorithm_only_not_gold_standard
stage1,358,16,3812,7.624,258.0,694.0,algorithm_only_not_gold_standard
stage1,358,17,4159,8.318,694.0,256.0,algorithm_only_not_gold_standard
stage1,358,18,4287,8.574,256.0,678.0,algorithm_only_not_gold_standard
stage1,358,19,4626,9.252,678.0,258.0,algorithm_only_not_gold_standard
stage1,358,20,4755,9.51,258.0,,algorithm_only_not_gold_standard
stage1,443,0,225,0.45,,850.0,algorithm_only_not_gold_standard
stage1,443,1,650,1.3,850.0,832.0,algorithm_only_not_gold_standard
stage1,443,2,1066,2.132,832.0,828.0,algorithm_only_not_gold_standard
stage1,443,3,1480,2.96,828.0,836.0,algorithm_only_not_gold_standard
stage1,443,4,1898,3.796,836.0,834.0,algorithm_only_not_gold_standard
stage1,443,5,2315,4.63,834.0,828.0,algorithm_only_not_gold_standard
stage1,443,6,2729,5.458,828.0,852.0,algorithm_only_not_gold_standard
stage1,443,7,3155,6.31,852.0,838.0,algorithm_only_not_gold_standard
stage1,443,8,3574,7.148,838.0,846.0,algorithm_only_not_gold_standard
stage1,443,9,3997,7.994,846.0,854.0,algorithm_only_not_gold_standard
stage1,443,10,4424,8.848,854.0,852.0,algorithm_only_not_gold_standard
stage1,443,11,4850,9.7,852.0,,algorithm_only_not_gold_standard
stage1,578,0,12,0.024,,770.0,algorithm_only_not_gold_standard
stage1,578,1,397,0.794,770.0,816.0,algorithm_only_not_gold_standard
stage1,578,2,805,1.61,816.0,786.0,algorithm_only_not_gold_standard
stage1,578,3,1198,2.396,786.0,806.0,algorithm_only_not_gold_standard
stage1,578,4,1601,3.202,806.0,828.0,algorithm_only_not_gold_standard
stage1,578,5,2015,4.03,828.0,824.0,algorithm_only_not_gold_standard
stage1,578,6,2427,4.854,824.0,824.0,algorithm_only_not_gold_standard
stage1,578,7,2839,5.678,824.0,822.0,algorithm_only_not_gold_standard
stage1,578,8,3250,6.5,822.0,748.0,algorithm_only_not_gold_standard
stage1,578,9,3624,7.248,748.0,784.0,algorithm_only_not_gold_standard
stage1,578,10,4016,8.032,784.0,814.0,algorithm_only_not_gold_standard
stage1,578,11,4423,8.846,814.0,842.0,algorithm_only_not_gold_standard
stage1,578,12,4844,9.688,842.0,,algorithm_only_not_gold_standard
stage1,602,0,265,0.53,,842.0,algorithm_only_not_gold_standard
stage1,602,1,686,1.372,842.0,830.0,algorithm_only_not_gold_standard
stage1,602,2,1101,2.202,830.0,852.0,algorithm_only_not_gold_standard
stage1,602,3,1527,3.054,852.0,808.0,algorithm_only_not_gold_standard
stage1,602,4,1931,3.862,808.0,828.0,algorithm_only_not_gold_standard
stage1,602,5,2345,4.69,828.0,940.0,algorithm_only_not_gold_standard
stage1,602,6,2815,5.63,940.0,950.0,algorithm_only_not_gold_standard
stage1,602,7,3290,6.58,950.0,1182.0,algorithm_only_not_gold_standard
stage1,602,8,3881,7.762,1182.0,1072.0,algorithm_only_not_gold_standard
stage1,602,9,4417,8.834,1072.0,950.0,algorithm_only_not_gold_standard
stage1,602,10,4892,9.784,950.0,,algorithm_only_not_gold_standard
stage1,697,0,140,0.28,,542.0,algorithm_only_not_gold_standard
stage1,697,1,411,0.822,542.0,998.0,algorithm_only_not_gold_standard
stage1,697,2,910,1.82,998.0,772.0,algorithm_only_not_gold_standard
stage1,697,3,1296,2.592,772.0,604.0,algorithm_only_not_gold_standard
stage1,697,4,1598,3.196,604.0,758.0,algorithm_only_not_gold_standard
stage1,697,5,1977,3.954,758.0,748.0,algorithm_only_not_gold_standard
stage1,697,6,2351,4.702,748.0,524.0,algorithm_only_not_gold_standard
stage1,697,7,2613,5.226,524.0,1130.0,algorithm_only_not_gold_standard
stage1,697,8,3178,6.356,1130.0,468.0,algorithm_only_not_gold_standard
stage1,697,9,3412,6.824,468.0,514.0,algorithm_only_not_gold_standard
stage1,697,10,3669,7.338,514.0,524.0,algorithm_only_not_gold_standard
stage1,697,11,3931,7.862,524.0,608.0,algorithm_only_not_gold_standard
stage1,697,12,4235,8.47,608.0,496.0,algorithm_only_not_gold_standard
stage1,697,13,4483,8.966,496.0,872.0,algorithm_only_not_gold_standard
stage1,697,14,4919,9.838,872.0,,algorithm_only_not_gold_standard
stage1,900,0,381,0.762,,824.0,algorithm_only_not_gold_standard
stage1,900,1,793,1.586,824.0,770.0,algorithm_only_not_gold_standard
stage1,900,2,1178,2.356,770.0,772.0,algorithm_only_not_gold_standard
stage1,900,3,1564,3.128,772.0,752.0,algorithm_only_not_gold_standard
stage1,900,4,1940,3.88,752.0,738.0,algorithm_only_not_gold_standard
stage1,900,5,2309,4.618,738.0,768.0,algorithm_only_not_gold_standard
stage1,900,6,2693,5.386,768.0,764.0,algorithm_only_not_gold_standard
stage1,900,7,3075,6.15,764.0,754.0,algorithm_only_not_gold_standard
stage1,900,8,3452,6.904,754.0,744.0,algorithm_only_not_gold_standard
stage1,900,9,3824,7.648,744.0,718.0,algorithm_only_not_gold_standard
stage1,900,10,4183,8.366,718.0,738.0,algorithm_only_not_gold_standard
stage1,900,11,4552,9.104,738.0,728.0,algorithm_only_not_gold_standard
stage1,900,12,4916,9.832,728.0,,algorithm_only_not_gold_standard
stage1,933,0,333,0.666,,794.0,algorithm_only_not_gold_standard
stage1,933,1,730,1.46,794.0,798.0,algorithm_only_not_gold_standard
stage1,933,2,1129,2.258,798.0,828.0,algorithm_only_not_gold_standard
stage1,933,3,1543,3.086,828.0,872.0,algorithm_only_not_gold_standard
stage1,933,4,1979,3.958,872.0,906.0,algorithm_only_not_gold_standard
stage1,933,5,2432,4.864,906.0,892.0,algorithm_only_not_gold_standard
stage1,933,6,2878,5.756,892.0,898.0,algorithm_only_not_gold_standard
stage1,933,7,3327,6.654,898.0,888.0,algorithm_only_not_gold_standard
stage1,933,8,3771,7.542,888.0,876.0,algorithm_only_not_gold_standard
stage1,933,9,4209,8.418,876.0,844.0,algorithm_only_not_gold_standard
stage1,933,10,4631,9.262,844.0,,algorithm_only_not_gold_standard
stage1,1004,0,426,0.852,,780.0,algorithm_only_not_gold_standard
stage1,1004,1,816,1.632,780.0,780.0,algorithm_only_not_gold_standard
stage1,1004,2,1206,2.412,780.0,506.0,algorithm_only_not_gold_standard
stage1,1004,3,1459,2.918,506.0,1136.0,algorithm_only_not_gold_standard
stage1,1004,4,2027,4.054,1136.0,744.0,algorithm_only_not_gold_standard
stage1,1004,5,2399,4.798,744.0,782.0,algorithm_only_not_gold_standard
stage1,1004,6,2790,5.58,782.0,796.0,algorithm_only_not_gold_standard
stage1,1004,7,3188,6.376,796.0,840.0,algorithm_only_not_gold_standard
stage1,1004,8,3608,7.216,840.0,822.0,algorithm_only_not_gold_standard
stage1,1004,9,4019,8.038,822.0,844.0,algorithm_only_not_gold_standard
stage1,1004,10,4441,8.882,844.0,492.0,algorithm_only_not_gold_standard
stage1,1004,11,4687,9.374,492.0,,algorithm_only_not_gold_standard
stage1,1032,0,336,0.672,,754.0,algorithm_only_not_gold_standard
stage1,1032,1,713,1.426,754.0,746.0,algorithm_only_not_gold_standard
stage1,1032,2,1086,2.172,746.0,726.0,algorithm_only_not_gold_standard
stage1,1032,3,1449,2.898,726.0,750.0,algorithm_only_not_gold_standard
stage1,1032,4,1824,3.648,750.0,760.0,algorithm_only_not_gold_standard
stage1,1032,5,2204,4.408,760.0,760.0,algorithm_only_not_gold_standard
stage1,1032,6,2584,5.168,760.0,774.0,algorithm_only_not_gold_standard
stage1,1032,7,2971,5.942,774.0,772.0,algorithm_only_not_gold_standard
stage1,1032,8,3357,6.714,772.0,762.0,algorithm_only_not_gold_standard
stage1,1032,9,3738,7.476,762.0,762.0,algorithm_only_not_gold_standard
stage1,1032,10,4119,8.238,762.0,770.0,algorithm_only_not_gold_standard
stage1,1032,11,4504,9.008,770.0,774.0,algorithm_only_not_gold_standard
stage1,1032,12,4891,9.782,774.0,,algorithm_only_not_gold_standard
stage1,1154,0,370,0.74,,918.0,algorithm_only_not_gold_standard
stage1,1154,1,829,1.658,918.0,932.0,algorithm_only_not_gold_standard
stage1,1154,2,1295,2.59,932.0,928.0,algorithm_only_not_gold_standard
stage1,1154,3,1759,3.518,928.0,922.0,algorithm_only_not_gold_standard
stage1,1154,4,2220,4.44,922.0,870.0,algorithm_only_not_gold_standard
stage1,1154,5,2655,5.31,870.0,876.0,algorithm_only_not_gold_standard
stage1,1154,6,3093,6.186,876.0,866.0,algorithm_only_not_gold_standard
stage1,1154,7,3526,7.052,866.0,846.0,algorithm_only_not_gold_standard
stage1,1154,8,3949,7.898,846.0,922.0,algorithm_only_not_gold_standard
stage1,1154,9,4410,8.82,922.0,906.0,algorithm_only_not_gold_standard
stage1,1154,10,4863,9.726,906.0,,algorithm_only_not_gold_standard
stage1,1192,0,107,0.214,,804.0,algorithm_only_not_gold_standard
stage1,1192,1,509,1.018,804.0,812.0,algorithm_only_not_gold_standard
stage1,1192,2,915,1.83,812.0,820.0,algorithm_only_not_gold_standard
stage1,1192,3,1325,2.65,820.0,812.0,algorithm_only_not_gold_standard
stage1,1192,4,1731,3.462,812.0,806.0,algorithm_only_not_gold_standard
stage1,1192,5,2134,4.268,806.0,814.0,algorithm_only_not_gold_standard
stage1,1192,6,2541,5.082,814.0,822.0,algorithm_only_not_gold_standard
stage1,1192,7,2952,5.904,822.0,806.0,algorithm_only_not_gold_standard
stage1,1192,8,3355,6.71,806.0,808.0,algorithm_only_not_gold_standard
stage1,1192,9,3759,7.518,808.0,816.0,algorithm_only_not_gold_standard
stage1,1192,10,4167,8.334,816.0,808.0,algorithm_only_not_gold_standard
stage1,1192,11,4571,9.142,808.0,,algorithm_only_not_gold_standard
stage1,1217,0,110,0.22,,618.0,algorithm_only_not_gold_standard
stage1,1217,1,419,0.838,618.0,622.0,algorithm_only_not_gold_standard
stage1,1217,2,730,1.46,622.0,616.0,algorithm_only_not_gold_standard
stage1,1217,3,1038,2.076,616.0,610.0,algorithm_only_not_gold_standard
stage1,1217,4,1343,2.686,610.0,612.0,algorithm_only_not_gold_standard
stage1,1217,5,1649,3.298,612.0,616.0,algorithm_only_not_gold_standard
stage1,1217,6,1957,3.914,616.0,618.0,algorithm_only_not_gold_standard
stage1,1217,7,2266,4.532,618.0,616.0,algorithm_only_not_gold_standard
stage1,1217,8,2574,5.148,616.0,612.0,algorithm_only_not_gold_standard
stage1,1217,9,2880,5.76,612.0,608.0,algorithm_only_not_gold_standard
stage1,1217,10,3184,6.368,608.0,614.0,algorithm_only_not_gold_standard
stage1,1217,11,3491,6.982,614.0,618.0,algorithm_only_not_gold_standard
stage1,1217,12,3800,7.6,618.0,622.0,algorithm_only_not_gold_standard
stage1,1217,13,4111,8.222,622.0,618.0,algorithm_only_not_gold_standard
stage1,1217,14,4420,8.84,618.0,610.0,algorithm_only_not_gold_standard
stage1,1217,15,4725,9.45,610.0,,algorithm_only_not_gold_standard
stage1,1241,0,91,0.182,,674.0,algorithm_only_not_gold_standard
stage1,1241,1,428,0.856,674.0,672.0,algorithm_only_not_gold_standard
stage1,1241,2,764,1.528,672.0,662.0,algorithm_only_not_gold_standard
stage1,1241,3,1095,2.19,662.0,668.0,algorithm_only_not_gold_standard
stage1,1241,4,1429,2.858,668.0,696.0,algorithm_only_not_gold_standard
stage1,1241,5,1777,3.554,696.0,716.0,algorithm_only_not_gold_standard
stage1,1241,6,2135,4.27,716.0,726.0,algorithm_only_not_gold_standard
stage1,1241,7,2498,4.996,726.0,728.0,algorithm_only_not_gold_standard
stage1,1241,8,2862,5.724,728.0,716.0,algorithm_only_not_gold_standard
stage1,1241,9,3220,6.44,716.0,706.0,algorithm_only_not_gold_standard
stage1,1241,10,3573,7.146,706.0,684.0,algorithm_only_not_gold_standard
stage1,1241,11,3915,7.83,684.0,672.0,algorithm_only_not_gold_standard
stage1,1241,12,4251,8.502,672.0,682.0,algorithm_only_not_gold_standard
stage1,1241,13,4592,9.184,682.0,702.0,algorithm_only_not_gold_standard
stage1,1241,14,4943,9.886,702.0,,algorithm_only_not_gold_standard
stage1,1358,0,31,0.062,,808.0,algorithm_only_not_gold_standard
stage1,1358,1,435,0.87,808.0,826.0,algorithm_only_not_gold_standard
stage1,1358,2,848,1.696,826.0,834.0,algorithm_only_not_gold_standard
stage1,1358,3,1265,2.53,834.0,834.0,algorithm_only_not_gold_standard
stage1,1358,4,1682,3.364,834.0,826.0,algorithm_only_not_gold_standard
stage1,1358,5,2095,4.19,826.0,844.0,algorithm_only_not_gold_standard
stage1,1358,6,2517,5.034,844.0,850.0,algorithm_only_not_gold_standard
stage1,1358,7,2942,5.884,850.0,862.0,algorithm_only_not_gold_standard
stage1,1358,8,3373,6.746,862.0,858.0,algorithm_only_not_gold_standard
stage1,1358,9,3802,7.604,858.0,858.0,algorithm_only_not_gold_standard
stage1,1358,10,4231,8.462,858.0,864.0,algorithm_only_not_gold_standard
stage1,1358,11,4663,9.326,864.0,,algorithm_only_not_gold_standard
stage1,1385,0,397,0.794,,974.0,algorithm_only_not_gold_standard
stage1,1385,1,884,1.768,974.0,992.0,algorithm_only_not_gold_standard
stage1,1385,2,1380,2.76,992.0,998.0,algorithm_only_not_gold_standard
stage1,1385,3,1879,3.758,998.0,1022.0,algorithm_only_not_gold_standard
stage1,1385,4,2390,4.78,1022.0,1028.0,algorithm_only_not_gold_standard
stage1,1385,5,2904,5.808,1028.0,1036.0,algorithm_only_not_gold_standard
stage1,1385,6,3422,6.844,1036.0,1030.0,algorithm_only_not_gold_standard
stage1,1385,7,3937,7.874,1030.0,1044.0,algorithm_only_not_gold_standard
stage1,1385,8,4459,8.918,1044.0,,algorithm_only_not_gold_standard
stage1,1446,0,442,0.884,,1080.0,algorithm_only_not_gold_standard
stage1,1446,1,982,1.964,1080.0,1060.0,algorithm_only_not_gold_standard
stage1,1446,2,1512,3.024,1060.0,1068.0,algorithm_only_not_gold_standard
stage1,1446,3,2046,4.092,1068.0,1076.0,algorithm_only_not_gold_standard
stage1,1446,4,2584,5.168,1076.0,1062.0,algorithm_only_not_gold_standard
stage1,1446,5,3115,6.23,1062.0,1044.0,algorithm_only_not_gold_standard
stage1,1446,6,3637,7.274,1044.0,1034.0,algorithm_only_not_gold_standard
stage1,1446,7,4154,8.308,1034.0,1006.0,algorithm_only_not_gold_standard
stage1,1446,8,4657,9.314,1006.0,,algorithm_only_not_gold_standard
stage1,1508,0,65,0.13,,504.0,algorithm_only_not_gold_standard
stage1,1508,1,317,0.634,504.0,356.0,algorithm_only_not_gold_standard
stage1,1508,2,495,0.99,356.0,446.0,algorithm_only_not_gold_standard
stage1,1508,3,718,1.436,446.0,668.0,algorithm_only_not_gold_standard
stage1,1508,4,1052,2.104,668.0,426.0,algorithm_only_not_gold_standard
stage1,1508,5,1265,2.53,426.0,610.0,algorithm_only_not_gold_standard
stage1,1508,6,1570,3.14,610.0,498.0,algorithm_only_not_gold_standard
stage1,1508,7,1819,3.638,498.0,506.0,algorithm_only_not_gold_standard
stage1,1508,8,2072,4.144,506.0,500.0,algorithm_only_not_gold_standard
stage1,1508,9,2322,4.644,500.0,352.0,algorithm_only_not_gold_standard
stage1,1508,10,2498,4.996,352.0,632.0,algorithm_only_not_gold_standard
stage1,1508,11,2814,5.628,632.0,518.0,algorithm_only_not_gold_standard
stage1,1508,12,3073,6.146,518.0,462.0,algorithm_only_not_gold_standard
stage1,1508,13,3304,6.608,462.0,562.0,algorithm_only_not_gold_standard
stage1,1508,14,3585,7.17,562.0,494.0,algorithm_only_not_gold_standard
stage1,1508,15,3832,7.664,494.0,508.0,algorithm_only_not_gold_standard
stage1,1508,16,4086,8.172,508.0,502.0,algorithm_only_not_gold_standard
stage1,1508,17,4337,8.674,502.0,362.0,algorithm_only_not_gold_standard
stage1,1508,18,4518,9.036,362.0,634.0,algorithm_only_not_gold_standard
stage1,1508,19,4835,9.67,634.0,,algorithm_only_not_gold_standard
stage1,1691,0,321,0.642,,960.0,algorithm_only_not_gold_standard
stage1,1691,1,801,1.602,960.0,948.0,algorithm_only_not_gold_standard
stage1,1691,2,1275,2.55,948.0,908.0,algorithm_only_not_gold_standard
stage1,1691,3,1729,3.458,908.0,930.0,algorithm_only_not_gold_standard
stage1,1691,4,2194,4.388,930.0,940.0,algorithm_only_not_gold_standard
stage1,1691,5,2664,5.328,940.0,688.0,algorithm_only_not_gold_standard
stage1,1691,6,3008,6.016,688.0,1182.0,algorithm_only_not_gold_standard
stage1,1691,7,3599,7.198,1182.0,948.0,algorithm_only_not_gold_standard
stage1,1691,8,4073,8.146,948.0,936.0,algorithm_only_not_gold_standard
stage1,1691,9,4541,9.082,936.0,,algorithm_only_not_gold_standard
stage1,1702,0,66,0.132,,786.0,algorithm_only_not_gold_standard
stage1,1702,1,459,0.918,786.0,1136.0,algorithm_only_not_gold_standard
stage1,1702,2,1027,2.054,1136.0,1136.0,algorithm_only_not_gold_standard
stage1,1702,3,1595,3.19,1136.0,1048.0,algorithm_only_not_gold_standard
stage1,1702,4,2119,4.238,1048.0,1054.0,algorithm_only_not_gold_standard
stage1,1702,5,2646,5.292,1054.0,1072.0,algorithm_only_not_gold_standard
stage1,1702,6,3182,6.364,1072.0,1016.0,algorithm_only_not_gold_standard
stage1,1702,7,3690,7.38,1016.0,1046.0,algorithm_only_not_gold_standard
stage1,1702,8,4213,8.426,1046.0,1046.0,algorithm_only_not_gold_standard
stage1,1702,9,4736,9.472,1046.0,,algorithm_only_not_gold_standard
stage1,1779,0,337,0.674,,974.0,algorithm_only_not_gold_standard
stage1,1779,1,824,1.648,974.0,984.0,algorithm_only_not_gold_standard
stage1,1779,2,1316,2.632,984.0,944.0,algorithm_only_not_gold_standard
stage1,1779,3,1788,3.576,944.0,926.0,algorithm_only_not_gold_standard
stage1,1779,4,2251,4.502,926.0,918.0,algorithm_only_not_gold_standard
stage1,1779,5,2710,5.42,918.0,936.0,algorithm_only_not_gold_standard
stage1,1779,6,3178,6.356,936.0,954.0,algorithm_only_not_gold_standard
stage1,1779,7,3655,7.31,954.0,954.0,algorithm_only_not_gold_standard
stage1,1779,8,4132,8.264,954.0,940.0,algorithm_only_not_gold_standard
stage1,1779,9,4602,9.204,940.0,,algorithm_only_not_gold_standard
stage1,1904,0,10,0.02,,788.0,algorithm_only_not_gold_standard
stage1,1904,1,404,0.808,788.0,848.0,algorithm_only_not_gold_standard
stage1,1904,2,828,1.656,848.0,836.0,algorithm_only_not_gold_standard
stage1,1904,3,1246,2.492,836.0,840.0,algorithm_only_not_gold_standard
stage1,1904,4,1666,3.332,840.0,836.0,algorithm_only_not_gold_standard
stage1,1904,5,2084,4.168,836.0,826.0,algorithm_only_not_gold_standard
stage1,1904,6,2497,4.994,826.0,828.0,algorithm_only_not_gold_standard
stage1,1904,7,2911,5.822,828.0,846.0,algorithm_only_not_gold_standard
stage1,1904,8,3334,6.668,846.0,838.0,algorithm_only_not_gold_standard
stage1,1904,9,3753,7.506,838.0,842.0,algorithm_only_not_gold_standard
stage1,1904,10,4174,8.348,842.0,830.0,algorithm_only_not_gold_standard
stage1,1904,11,4589,9.178,830.0,,algorithm_only_not_gold_standard
stage1,1913,0,47,0.094,,870.0,algorithm_only_not_gold_standard
stage1,1913,1,482,0.964,870.0,892.0,algorithm_only_not_gold_standard
stage1,1913,2,928,1.856,892.0,900.0,algorithm_only_not_gold_standard
stage1,1913,3,1378,2.756,900.0,900.0,algorithm_only_not_gold_standard
stage1,1913,4,1828,3.656,900.0,884.0,algorithm_only_not_gold_standard
stage1,1913,5,2270,4.54,884.0,876.0,algorithm_only_not_gold_standard
stage1,1913,6,2708,5.416,876.0,902.0,algorithm_only_not_gold_standard
stage1,1913,7,3159,6.318,902.0,930.0,algorithm_only_not_gold_standard
stage1,1913,8,3624,7.248,930.0,922.0,algorithm_only_not_gold_standard
stage1,1913,9,4085,8.17,922.0,904.0,algorithm_only_not_gold_standard
stage1,1913,10,4537,9.074,904.0,,algorithm_only_not_gold_standard
stage1,1996,0,400,0.8,,902.0,algorithm_only_not_gold_standard
stage1,1996,1,851,1.702,902.0,904.0,algorithm_only_not_gold_standard
stage1,1996,2,1303,2.606,904.0,884.0,algorithm_only_not_gold_standard
stage1,1996,3,1745,3.49,884.0,894.0,algorithm_only_not_gold_standard
stage1,1996,4,2192,4.384,894.0,918.0,algorithm_only_not_gold_standard
stage1,1996,5,2651,5.302,918.0,896.0,algorithm_only_not_gold_standard
stage1,1996,6,3099,6.198,896.0,888.0,algorithm_only_not_gold_standard
stage1,1996,7,3543,7.086,888.0,902.0,algorithm_only_not_gold_standard
stage1,1996,8,3994,7.988,902.0,898.0,algorithm_only_not_gold_standard
stage1,1996,9,4443,8.886,898.0,884.0,algorithm_only_not_gold_standard
stage1,1996,10,4885,9.77,884.0,,algorithm_only_not_gold_standard
stage1,2005,0,95,0.19,,770.0,algorithm_only_not_gold_standard
stage1,2005,1,480,0.96,770.0,796.0,algorithm_only_not_gold_standard
stage1,2005,2,878,1.756,796.0,828.0,algorithm_only_not_gold_standard
stage1,2005,3,1292,2.584,828.0,842.0,algorithm_only_not_gold_standard
stage1,2005,4,1713,3.426,842.0,858.0,algorithm_only_not_gold_standard
stage1,2005,5,2142,4.284,858.0,862.0,algorithm_only_not_gold_standard
stage1,2005,6,2573,5.146,862.0,852.0,algorithm_only_not_gold_standard
stage1,2005,7,2999,5.998,852.0,840.0,algorithm_only_not_gold_standard
stage1,2005,8,3419,6.838,840.0,834.0,algorithm_only_not_gold_standard
stage1,2005,9,3836,7.672,834.0,834.0,algorithm_only_not_gold_standard
stage1,2005,10,4253,8.506,834.0,846.0,algorithm_only_not_gold_standard
